sample	ST	NewST	Contamination	arcc	aroe	glpf	gmk	pta	tpi	yqil	CC	ref	collection
14623_4#26	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_4#27	2678	Unknown		1	U	1	4	12	41	10	5	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC5_N315.dna	coll2017
14623_4#28	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_4#29	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_4#30	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_4#31	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_4#32	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_4#33	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_4#34	559	Unknown		6	57	U	2	7	58	52	130	NoCloseReference	coll2017
14623_4#35	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_4#36	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_4#37	1049	Unknown		10	14	U	6	10	3	2	45	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC45_CA-347.fa	coll2017
14623_4#38	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_4#39	1049	Unknown		10	14	U	6	10	3	2	45	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC45_CA-347.fa	coll2017
14623_4#40	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_4#41	45			10	14	8	6	10	3	2	45	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC45_CA-347.fa	coll2017
14623_4#42	5			1	4	1	4	12	1	10	5	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC5_N315.dna	coll2017
14623_4#43	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_4#44	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_4#45	239			2	3	1	1	4	4	3	8	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC8_USA300_FPR3757.dna	coll2017
14623_4#46	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_4#47	36			2	2	2	2	3	3	2	30	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC30_MRSA252.fasta	coll2017
14623_4#48	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_4#49	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_4#50	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_4#51	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_4#52	5			1	4	1	4	12	1	10	5	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC5_N315.dna	coll2017
14623_4#53	1			1	1	1	1	1	1	1	1	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC1_MW2.fasta	coll2017
14623_4#54	1			1	1	1	1	1	1	1	1	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC1_MW2.fasta	coll2017
14623_4#55	36			2	2	2	2	3	3	2	30	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC30_MRSA252.fasta	coll2017
14623_4#56	59			19	23	15	2	19	20	15	59	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC59_M013.fa	coll2017
14623_4#57	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_4#58	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_4#59	1			1	1	1	1	1	1	1	1	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC1_MW2.fasta	coll2017
14623_4#60	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_4#61	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_4#62	45			10	14	8	6	10	3	2	45	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC45_CA-347.fa	coll2017
14623_4#63	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_4#64	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_4#65	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_4#66	1			1	1	1	1	1	1	1	1	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC1_MW2.fasta	coll2017
14623_4#67	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_4#68	30			2	2	2	2	6	3	2	30	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC30_MRSA252.fasta	coll2017
14623_4#69	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_4#70	5			1	4	1	4	12	1	10	5	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC5_N315.dna	coll2017
14623_4#71	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_4#72	2632	Unknown		4	3	1	1	11	72	U	361	NoCloseReference	coll2017
14623_4#73	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_4#74	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_4#75	5			1	4	1	4	12	1	10	5	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC5_N315.dna	coll2017
14623_4#76	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_4#77	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_4#78	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_4#79	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_4#80	30			2	2	2	2	6	3	2	30	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC30_MRSA252.fasta	coll2017
14623_4#81	8			3	3	1	1	4	4	3	8	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC8_USA300_FPR3757.dna	coll2017
14623_4#82	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_4#83	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_4#84	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_4#85	59			19	23	15	2	19	20	15	59	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC59_M013.fa	coll2017
14623_4#86	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_4#87	30			2	2	2	2	6	3	2	30	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC30_MRSA252.fasta	coll2017
14623_4#88	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_4#89	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_4#90	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_5#1	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_5#2	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_5#3	239			2	3	1	1	4	4	3	8	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC8_USA300_FPR3757.dna	coll2017
14623_5#4	59			19	23	15	2	19	20	15	59	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC59_M013.fa	coll2017
14623_5#5	361			4	3	1	1	11	72	64	361	NoCloseReference	coll2017
14623_5#6	1			1	1	1	1	1	1	1	1	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC1_MW2.fasta	coll2017
14623_5#7	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_5#8	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_5#9	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_5#10	45			10	14	8	6	10	3	2	45	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC45_CA-347.fa	coll2017
14623_5#11	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_5#12	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_5#13	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_5#14	12			1	3	1	8	11	5	11	12	NoCloseReference	coll2017
14623_5#15	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_5#16	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_5#17	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_5#18	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_5#19	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_5#20	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_5#21	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_5#22	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_5#23	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_5#24	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_5#25	59			19	23	15	2	19	20	15	59	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC59_M013.fa	coll2017
14623_5#26	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_5#27	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_5#28	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_5#29	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_5#30	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_5#31	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_5#32	6			12	4	1	4	12	1	3	5	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC5_N315.dna	coll2017
14623_5#33	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_5#34	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_5#35	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_5#36	8			3	3	1	1	4	4	3	8	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC8_USA300_FPR3757.dna	coll2017
14623_5#37	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_5#38	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_5#39	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_5#41	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_5#42	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_5#43	1			1	1	1	1	1	1	1	1	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC1_MW2.fasta	coll2017
14623_5#44	8			3	3	1	1	4	4	3	8	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC8_USA300_FPR3757.dna	coll2017
14623_5#45	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_5#46	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_5#47	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_5#48	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_5#49	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_5#50	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_5#51	5			1	4	1	4	12	1	10	5	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC5_N315.dna	coll2017
14623_5#52	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_5#53	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_5#54	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_5#55	5			1	4	1	4	12	1	10	5	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC5_N315.dna	coll2017
14623_5#56	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_5#57	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_5#58	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_5#59	36			2	2	2	2	3	3	2	30	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC30_MRSA252.fasta	coll2017
14623_5#60	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_5#61	47			10	11	8	6	10	3	2	45	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC45_CA-347.fa	coll2017
14623_5#62	45			10	14	8	6	10	3	2	45	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC45_CA-347.fa	coll2017
14623_5#63	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_5#64	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_5#65	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_5#66	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_5#67	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_5#68	36			2	2	2	2	3	3	2	30	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC30_MRSA252.fasta	coll2017
14623_5#69	59			19	23	15	2	19	20	15	59	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC59_M013.fa	coll2017
14623_5#70	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_5#71	8			3	3	1	1	4	4	3	8	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC8_USA300_FPR3757.dna	coll2017
14623_5#72	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_5#73	8			3	3	1	1	4	4	3	8	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC8_USA300_FPR3757.dna	coll2017
14623_5#74	59			19	23	15	2	19	20	15	59	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC59_M013.fa	coll2017
14623_5#75	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_5#76	2632	Unknown		7	6	1	5	8	U	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_5#77	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_5#78	45			10	14	8	6	10	3	2	45	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC45_CA-347.fa	coll2017
14623_5#79	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_5#80	1457			175	4	1	4	12	1	10	5	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC5_N315.dna	coll2017
14623_5#81	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_5#82	15			13	13	1	1	12	11	13	15	NoCloseReference	coll2017
14623_5#83	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_5#84	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_5#85	30			2	2	2	2	6	3	2	30	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC30_MRSA252.fasta	coll2017
14623_5#86	36			2	2	2	2	3	3	2	30	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC30_MRSA252.fasta	coll2017
14623_5#87	772			1	1	1	1	22	1	1	1	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC1_MW2.fasta	coll2017
14623_5#88	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_5#89	59			19	23	15	2	19	20	15	59	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC59_M013.fa	coll2017
14623_5#90	1			1	1	1	1	1	1	1	1	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC1_MW2.fasta	coll2017
14623_6#1	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_6#2	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_6#5	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_6#6	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_6#7	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_6#8	2371			258	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_6#9	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_6#10	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_6#12	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_6#13	149			1	4	1	4	12	41	10	5	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC5_N315.dna	coll2017
14623_6#14	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_6#15	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_6#16	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_6#17	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_6#18	59			19	23	15	2	19	20	15	59	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC59_M013.fa	coll2017
14623_6#20	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
14623_6#21	22			7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	coll2017
