locus_tag	gene	product	type	start	end	strand	snpEff_locus_id
B7H15_03915	-	transporter associated domain protein	CDS	777475	778825	1	CDS_USA300_JE2_777476_778825
B7H15_03920	-	aldo/keto reductase	CDS	779046	779886	1	CDS_USA300_JE2_779047_779886
B7H15_03925	-	glycosyltransferase	CDS	780017	781001	1	CDS_USA300_JE2_780018_781001
B7H15_03930	-	two-component sensor histidine kinase	CDS	781072	782128	-1	CDS_USA300_JE2_781073_782128
B7H15_03935	-	DNA-binding response regulator	CDS	782127	782814	-1	CDS_USA300_JE2_782128_782814
B7H15_03940	-	DoxX family protein	CDS	782788	783262	-1	CDS_USA300_JE2_782789_783262
B7H15_03945	-	hypothetical protein	CDS	783603	784044	-1	CDS_USA300_JE2_783604_784044
B7H15_03950	-	hypothetical protein	CDS	784323	784908	-1	CDS_USA300_JE2_784324_784908
B7H15_03955	-	7-carboxy-7-deazaguanine synthase QueE	CDS	785006	785720	-1	CDS_USA300_JE2_785007_785720
B7H15_03960	-	6-carboxytetrahydropterin synthase QueD	CDS	785723	786143	-1	CDS_USA300_JE2_785724_786143
B7H15_03965	-	7-cyano-7-deazaguanine synthase QueC	CDS	786144	786813	-1	CDS_USA300_JE2_786145_786813
B7H15_03970	-	aminodeoxychorismate/anthranilate synthase component II	CDS	787163	787757	1	CDS_USA300_JE2_787164_787757
B7H15_03975	-	aminodeoxychorismate synthase component I	CDS	787740	788892	1	CDS_USA300_JE2_787741_788892
B7H15_03980	-	aminodeoxychorismate lyase	CDS	788891	789500	1	CDS_USA300_JE2_788892_789500
B7H15_03985	-	hypothetical protein	CDS	789565	789772	1	CDS_USA300_JE2_789566_789772
B7H15_03990	-	allophanate hydrolase	CDS	789859	790570	1	CDS_USA300_JE2_789860_790570
B7H15_03995	-	allophanate hydrolase	CDS	790553	791558	1	CDS_USA300_JE2_790554_791558
B7H15_04000	-	lipoteichoic acid synthase	CDS	792031	793972	1	CDS_USA300_JE2_792032_793972
B7H15_04005	-	heme ABC transporter ATP-binding protein	CDS	794242	796126	1	CDS_USA300_JE2_794243_796126
B7H15_04010	-	DNA helicase RecQ	CDS	796137	797919	1	CDS_USA300_JE2_796138_797919
B7H15_04015	-	glycine/betaine ABC transporter ATP-binding protein	CDS	798140	799118	1	CDS_USA300_JE2_798141_799118
B7H15_04020	-	glycine/betaine ABC transporter permease	CDS	799110	800625	1	CDS_USA300_JE2_799111_800625
B7H15_04025	-	histidinol-phosphate transaminase	CDS	800864	801923	1	CDS_USA300_JE2_800865_801923
B7H15_04030	-	hypothetical protein	CDS	801944	802049	1	CDS_USA300_JE2_801945_802049
B7H15_04035	-	5'(3')-deoxyribonucleotidase	CDS	802273	802816	1	CDS_USA300_JE2_802274_802816
B7H15_04040	-	hypothetical protein	CDS	802913	803006	-1	CDS_USA300_JE2_802914_803006
B7H15_04045	-	lipid kinase	CDS	803439	804357	-1	CDS_USA300_JE2_803440_804357
B7H15_04050	-	hypothetical protein	CDS	804447	804549	1	CDS_USA300_JE2_804448_804549
B7H15_04055	-	MFS transporter	CDS	804626	806132	-1	CDS_USA300_JE2_804627_806132
B7H15_04060	-	hypothetical protein	CDS	806197	806443	-1	CDS_USA300_JE2_806198_806443
B7H15_04065	-	NADPH-dependent 7-cyano-7-deazaguanine reductase QueF	CDS	806472	806973	-1	CDS_USA300_JE2_806473_806973
B7H15_04070	-	EamA family transporter	CDS	806992	807859	-1	CDS_USA300_JE2_806993_807859
B7H15_04075	-	ribonucleoside-diphosphate reductase	CDS	808243	808510	1	CDS_USA300_JE2_808244_808510
B7H15_04080	-	protein NrdI	CDS	808659	809058	1	CDS_USA300_JE2_808660_809058
B7H15_04085	-	ribonucleotide-diphosphate reductase subunit alpha	CDS	809020	811126	1	CDS_USA300_JE2_809021_811126
B7H15_04090	-	class 1b ribonucleoside-diphosphate reductase subunit beta	CDS	811243	812215	1	CDS_USA300_JE2_811244_812215
B7H15_04095	-	hypothetical protein	CDS	812347	812452	1	CDS_USA300_JE2_812348_812452
B7H15_04100	-	hypothetical protein	CDS	812501	812685	1	CDS_USA300_JE2_812502_812685
B7H15_04105	-	hypothetical protein	CDS	812728	812884	1	CDS_USA300_JE2_812729_812884
B7H15_04110	-	iron ABC transporter permease	CDS	812922	813894	1	CDS_USA300_JE2_812923_813894
B7H15_04115	-	iron ABC transporter permease	CDS	813880	814837	1	CDS_USA300_JE2_813881_814837
B7H15_04120	-	iron ABC transporter ATP-binding protein	CDS	814833	815595	1	CDS_USA300_JE2_814834_815595
B7H15_04125	-	iron ABC transporter substrate-binding protein	CDS	815713	816742	1	CDS_USA300_JE2_815714_816742
B7H15_04130	-	nitrogen fixation protein NifR	CDS	816900	816972	1	CDS_USA300_JE2_816901_816972
B7H15_04135	-	hypothetical protein	CDS	817058	817373	-1	CDS_USA300_JE2_817059_817373
B7H15_04140	-	UDP-N-acetylenolpyruvoylglucosamine reductase	CDS	817390	818314	-1	CDS_USA300_JE2_817391_818314
B7H15_04145	-	hypothetical protein	CDS	818440	818959	-1	CDS_USA300_JE2_818441_818959
B7H15_04150	-	hypothetical protein	CDS	819078	819957	1	CDS_USA300_JE2_819079_819957
B7H15_04155	-	bacillithiol system protein YtxJ	CDS	820110	820431	1	CDS_USA300_JE2_820111_820431
B7H15_04160	-	glycerate kinase	CDS	820855	821980	1	CDS_USA300_JE2_820856_821980
B7H15_04165	-	peptidase T	CDS	822168	823395	-1	CDS_USA300_JE2_822169_823395
B7H15_04170	-	hypothetical protein	CDS	823408	823903	-1	CDS_USA300_JE2_823409_823903
B7H15_04175	-	hypothetical protein	CDS	823920	824682	-1	CDS_USA300_JE2_823921_824682
B7H15_04180	-	GGDEF domain-containing protein	CDS	824877	825948	-1	CDS_USA300_JE2_824878_825948
B7H15_04185	-	undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase	CDS	826265	827321	1	CDS_USA300_JE2_826266_827321
B7H15_04190	-	YigZ family protein	CDS	827490	828132	-1	CDS_USA300_JE2_827491_828132
B7H15_04195	-	fatty acid-binding protein DegV	CDS	828275	829142	1	CDS_USA300_JE2_828276_829142
B7H15_04200	-	DNA/RNA helicase	CDS	829505	830588	1	CDS_USA300_JE2_829506_830588
B7H15_04205	-	amidophosphoribosyltransferase	CDS	830580	831255	1	CDS_USA300_JE2_830581_831255
B7H15_04210	-	ribosomal subunit interface protein	CDS	831315	831888	1	CDS_USA300_JE2_831316_831888
B7H15_04215	-	preprotein translocase subunit SecA	CDS	832301	834833	1	CDS_USA300_JE2_832302_834833
B7H15_04220	-	hypothetical protein	CDS	834874	834979	1	CDS_USA300_JE2_834875_834979
B7H15_04225	-	peptide chain release factor 2	CDS	835262	836258	1	CDS_USA300_JE2_835263_836258
B7H15_04230	-	hypothetical protein	CDS	836411	836519	1	CDS_USA300_JE2_836412_836519
B7H15_04235	-	peptidase M23	CDS	836666	837506	1	CDS_USA300_JE2_836667_837506
B7H15_04240	-	hydrolase	CDS	837679	838330	1	CDS_USA300_JE2_837680_838330
B7H15_04245	-	protein CsbA	CDS	838326	838563	1	CDS_USA300_JE2_838327_838563
B7H15_04250	-	excinuclease ABC subunit B	CDS	838831	840817	1	CDS_USA300_JE2_838832_840817
B7H15_04255	-	excinuclease ABC subunit A	CDS	840824	843671	1	CDS_USA300_JE2_840825_843671
B7H15_04260	-	hypothetical protein	CDS	843966	844098	1	CDS_USA300_JE2_843967_844098
B7H15_04265	-	HPr kinase/phosphorylase	CDS	844332	845265	1	CDS_USA300_JE2_844333_845265
B7H15_04270	-	prolipoprotein diacylglyceryl transferase	CDS	845270	846110	1	CDS_USA300_JE2_845271_846110
B7H15_04275	-	acetyltransferase	CDS	846117	846603	1	CDS_USA300_JE2_846118_846603
B7H15_04280	-	hypothetical protein	CDS	846610	848050	1	CDS_USA300_JE2_846611_848050
B7H15_04285	-	thioredoxin-disulfide reductase	CDS	848116	849052	1	CDS_USA300_JE2_848117_849052
B7H15_04290	-	hypothetical protein	CDS	849378	849588	-1	CDS_USA300_JE2_849379_849588
B7H15_04295	-	DUF3125 domain-containing protein	CDS	849559	849703	1	CDS_USA300_JE2_849560_849703
B7H15_04300	-	RNase adaptor protein RapZ	CDS	849931	850843	1	CDS_USA300_JE2_849932_850843
B7H15_04305	-	YvcK family protein	CDS	850839	851835	1	CDS_USA300_JE2_850840_851835
B7H15_04310	-	DNA-binding protein WhiA	CDS	851944	852889	1	CDS_USA300_JE2_851945_852889
B7H15_04320	-	ATP-dependent Clp protease proteolytic subunit	CDS	853462	854050	1	CDS_USA300_JE2_853463_854050
B7H15_04325	-	epimerase	CDS	854292	855195	-1	CDS_USA300_JE2_854293_855195
B7H15_04330	-	DUF4887 domain-containing protein	CDS	855896	856526	1	CDS_USA300_JE2_855897_856526
B7H15_04335	-	hypothetical protein	CDS	856696	856799	1	CDS_USA300_JE2_856697_856799
B7H15_04340	-	hypothetical protein	CDS	857167	858181	1	CDS_USA300_JE2_857168_858181
B7H15_04345	-	aldehyde dehydrogenase	CDS	858233	859244	1	CDS_USA300_JE2_858234_859244
B7H15_04350	-	phosphoglycerate kinase	CDS	859382	860573	1	CDS_USA300_JE2_859383_860573
B7H15_04355	-	triose-phosphate isomerase	CDS	860694	861456	1	CDS_USA300_JE2_860695_861456
B7H15_04360	-	2,3-bisphosphoglycerate-independent phosphoglycerate mutase	CDS	861458	862976	1	CDS_USA300_JE2_861459_862976
B7H15_04365	-	enolase	CDS	863105	864410	1	CDS_USA300_JE2_863106_864410
B7H15_04370	-	hypothetical protein	CDS	864749	865208	1	CDS_USA300_JE2_864750_865208
B7H15_04375	-	protein-export membrane protein SecG	CDS	865274	865508	1	CDS_USA300_JE2_865275_865508
B7H15_04380	-	carboxylesterase	CDS	865623	866364	1	CDS_USA300_JE2_865624_866364
B7H15_04385	-	ribonuclease R	CDS	866397	868770	1	CDS_USA300_JE2_866398_868770
B7H15_04390	-	SsrA-binding protein	CDS	868791	869256	1	CDS_USA300_JE2_868792_869256
B7H15_04400	-	hypothetical protein	CDS	870029	870311	1	CDS_USA300_JE2_870030_870311
B7H15_04405	-	hypothetical protein	CDS	870577	870901	-1	CDS_USA300_JE2_870578_870901
B7H15_04410	-	hypothetical protein	CDS	870916	871063	-1	CDS_USA300_JE2_870917_871063
B7H15_04415	-	DUF5067 domain-containing protein	CDS	871254	871983	-1	CDS_USA300_JE2_871255_871983
B7H15_04420	-	hypothetical protein	CDS	872418	872574	1	CDS_USA300_JE2_872419_872574
B7H15_04425	-	hypothetical protein	CDS	872581	873025	1	CDS_USA300_JE2_872582_873025
B7H15_04430	-	N-acetyltransferase	CDS	873241	873772	1	CDS_USA300_JE2_873242_873772
B7H15_04435	-	clumping factor A	CDS	874034	876836	1	CDS_USA300_JE2_874035_876836
B7H15_04440	-	coagulase	CDS	877056	878583	1	CDS_USA300_JE2_877057_878583
B7H15_04445	-	hypothetical protein	CDS	878933	879956	1	CDS_USA300_JE2_878934_879956
B7H15_04450	-	hypothetical protein	CDS	880290	880761	1	CDS_USA300_JE2_880291_880761
B7H15_04455	-	thermonuclease	CDS	881101	881788	1	CDS_USA300_JE2_881102_881788
B7H15_04460	-	cold-shock protein	CDS	882144	882345	1	CDS_USA300_JE2_882145_882345
B7H15_04465	-	hypothetical protein	CDS	882840	883059	-1	CDS_USA300_JE2_882841_883059
B7H15_04470	-	hypothetical protein	CDS	883120	883405	-1	CDS_USA300_JE2_883121_883405
B7H15_04475	-	hypothetical protein	CDS	883492	884062	-1	CDS_USA300_JE2_883493_884062
B7H15_04480	-	hypothetical protein	CDS	884249	884438	-1	CDS_USA300_JE2_884250_884438
B7H15_04485	-	hypothetical protein	CDS	884466	884727	-1	CDS_USA300_JE2_884467_884727
B7H15_04490	-	hypothetical protein	CDS	885067	885271	1	CDS_USA300_JE2_885068_885271
B7H15_04495	-	hypothetical protein	CDS	885267	885504	-1	CDS_USA300_JE2_885268_885504
B7H15_04500	-	histidine phosphatase family protein	CDS	885749	886310	1	CDS_USA300_JE2_885750_886310
B7H15_04505	-	lysine transporter LysE	CDS	886382	887000	-1	CDS_USA300_JE2_886383_887000
B7H15_04510	-	N-acetyltransferase	CDS	887154	887649	-1	CDS_USA300_JE2_887155_887649
B7H15_04515	-	organic hydroperoxide reductase OsmC/OhrA	CDS	888047	888470	-1	CDS_USA300_JE2_888048_888470
B7H15_04520	-	3-dehydroquinase	CDS	888617	889334	1	CDS_USA300_JE2_888618_889334
B7H15_04525	-	nitroreductase	CDS	889416	889956	1	CDS_USA300_JE2_889417_889956
B7H15_04530	-	thiol reductase thioredoxin	CDS	890105	890426	-1	CDS_USA300_JE2_890106_890426
B7H15_04535	-	arsenate reductase	CDS	890569	890926	1	CDS_USA300_JE2_890570_890926
B7H15_04540	-	glycine cleavage system protein H	CDS	891083	891464	1	CDS_USA300_JE2_891084_891464
B7H15_04545	-	hypothetical protein	CDS	891527	891641	1	CDS_USA300_JE2_891528_891641
B7H15_04550	-	hypothetical protein	CDS	891642	892521	1	CDS_USA300_JE2_891643_892521
B7H15_04555	-	DUF3125 domain-containing protein	CDS	892590	892745	1	CDS_USA300_JE2_892591_892745
B7H15_04560	-	topiosmerase	CDS	893262	893649	1	CDS_USA300_JE2_893263_893649
B7H15_04565	-	thiol reductase thioredoxin	CDS	893641	893938	1	CDS_USA300_JE2_893642_893938
B7H15_04570	-	methionine import ATP-binding protein MetN 2	CDS	894187	895213	1	CDS_USA300_JE2_894188_895213
B7H15_04575	-	methionine ABC transporter permease	CDS	895205	895901	1	CDS_USA300_JE2_895206_895901
B7H15_04580	-	methionine ABC transporter substrate-binding protein	CDS	895918	896740	1	CDS_USA300_JE2_895919_896740
B7H15_04585	-	site-specific integrase	CDS	896882	898103	-1	CDS_USA300_JE2_896883_898103
B7H15_04590	-	exotoxin	CDS	898190	898919	-1	CDS_USA300_JE2_898191_898919
B7H15_04595	-	exotoxin	CDS	898942	899671	-1	CDS_USA300_JE2_898943_899671
B7H15_04600	-	toxin	CDS	899687	900146	-1	CDS_USA300_JE2_899688_900146
B7H15_04605	-	transcriptional regulator	CDS	900157	900490	-1	CDS_USA300_JE2_900158_900490
B7H15_04610	-	transcriptional regulator	CDS	900682	900946	1	CDS_USA300_JE2_900683_900946
B7H15_04615	-	pathogenicity island protein	CDS	900938	901211	1	CDS_USA300_JE2_900939_901211
B7H15_04620	-	pathogenicity island protein	CDS	901222	901396	1	CDS_USA300_JE2_901223_901396
B7H15_04625	-	pathogenicity island protein	CDS	901362	901566	1	CDS_USA300_JE2_901363_901566
B7H15_04630	-	pathogenicity island protein	CDS	901567	901951	1	CDS_USA300_JE2_901568_901951
B7H15_04635	-	hypothetical protein	CDS	901951	902200	1	CDS_USA300_JE2_901952_902200
B7H15_04640	-	DNA primase	CDS	902291	904664	1	CDS_USA300_JE2_902292_904664
B7H15_04645	-	pathogenicity island protein	CDS	905334	905679	1	CDS_USA300_JE2_905335_905679
B7H15_04650	-	hypothetical protein	CDS	905716	905923	1	CDS_USA300_JE2_905717_905923
B7H15_04655	-	hypothetical protein	CDS	905903	906110	1	CDS_USA300_JE2_905904_906110
B7H15_04660	-	phage capsid protein	CDS	906096	907155	1	CDS_USA300_JE2_906097_907155
B7H15_04665	-	pathogenicity island protein	CDS	907338	907830	1	CDS_USA300_JE2_907339_907830
B7H15_04670	-	terminase	CDS	907853	907982	1	CDS_USA300_JE2_907854_907982
B7H15_04675	-	terminase small subunit	CDS	908015	908112	1	CDS_USA300_JE2_908016_908112
B7H15_04680	-	CAAX protease	CDS	908258	909227	1	CDS_USA300_JE2_908259_909227
B7H15_04685	-	hypothetical protein	CDS	909461	910016	-1	CDS_USA300_JE2_909462_910016
B7H15_04690	-	CsbD family protein	CDS	911049	911244	1	CDS_USA300_JE2_911050_911244
B7H15_04695	-	DUF368 domain-containing protein	CDS	911476	912328	-1	CDS_USA300_JE2_911477_912328
B7H15_04700	-	ABC transporter ATP-binding protein	CDS	912655	913417	1	CDS_USA300_JE2_912656_913417
B7H15_04705	-	Fe-S cluster assembly protein SufD	CDS	913514	914822	1	CDS_USA300_JE2_913515_914822
B7H15_04710	-	aminotransferase	CDS	914927	916178	1	CDS_USA300_JE2_914928_916178
B7H15_04715	-	iron-sulfur cluster assembly scaffold protein NifU	CDS	916167	916632	1	CDS_USA300_JE2_916168_916632
B7H15_04720	-	Fe-S cluster assembly protein SufB	CDS	916782	918180	1	CDS_USA300_JE2_916783_918180
B7H15_04725	-	hypothetical protein	CDS	918182	918413	-1	CDS_USA300_JE2_918183_918413
B7H15_04730	-	hypothetical protein	CDS	918366	918504	1	CDS_USA300_JE2_918367_918504
B7H15_04735	-	hypothetical protein	CDS	918509	918824	-1	CDS_USA300_JE2_918510_918824
B7H15_04740	-	hemolysin	CDS	919188	920229	1	CDS_USA300_JE2_919189_920229
B7H15_04745	-	nitronate monooxygenase	CDS	920242	921310	1	CDS_USA300_JE2_920243_921310
B7H15_04750	-	hypothetical protein	CDS	921376	921475	1	CDS_USA300_JE2_921377_921475
B7H15_04755	-	hypothetical protein	CDS	921522	922371	1	CDS_USA300_JE2_921523_922371
B7H15_04760	-	anion permease	CDS	922383	923211	1	CDS_USA300_JE2_922384_923211
B7H15_04765	-	bifunctional metallophosphatase/5'-nucleotidase	CDS	923237	924557	1	CDS_USA300_JE2_923238_924557
B7H15_04770	-	lipoyl synthase	CDS	924640	925558	1	CDS_USA300_JE2_924641_925558
B7H15_04775	-	hypothetical protein	CDS	925687	926071	1	CDS_USA300_JE2_925688_926071
B7H15_04780	-	cytosolic protein	CDS	926149	926416	-1	CDS_USA300_JE2_926150_926416
B7H15_04785	-	hypothetical protein	CDS	926513	926948	1	CDS_USA300_JE2_926514_926948
B7H15_04790	-	protein NagD	CDS	926947	927727	1	CDS_USA300_JE2_926948_927727
B7H15_04795	-	D-glycerate dehydrogenase	CDS	927759	928719	1	CDS_USA300_JE2_927760_928719
B7H15_04800	-	hypothetical protein	CDS	928972	929083	1	CDS_USA300_JE2_928973_929083
B7H15_04805	-	D-alanyl-lipoteichoic acid biosynthesis protein	CDS	929130	929283	1	CDS_USA300_JE2_929131_929283
B7H15_04810	-	D-alanine--poly(phosphoribitol) ligase	CDS	929298	930756	1	CDS_USA300_JE2_929299_930756
B7H15_04815	-	D-alanyl-lipoteichoic acid biosynthesis protein DltB	CDS	930752	931967	1	CDS_USA300_JE2_930753_931967
B7H15_04820	-	D-alanine--poly(phosphoribitol) ligase subunit 2	CDS	931984	932221	1	CDS_USA300_JE2_931985_932221
B7H15_04825	-	D-alanyl-lipoteichoic acid biosynthesis protein DltD	CDS	932217	933393	1	CDS_USA300_JE2_932218_933393
B7H15_04830	-	NifU family protein	CDS	933655	933898	-1	CDS_USA300_JE2_933656_933898
B7H15_04835	-	disulfide oxidoreductase	CDS	933998	934322	1	CDS_USA300_JE2_933999_934322
B7H15_04840	-	FAD-dependent oxidoreductase	CDS	934380	935445	-1	CDS_USA300_JE2_934381_935445
B7H15_04845	-	hypothetical protein	CDS	935761	935998	1	CDS_USA300_JE2_935762_935998
B7H15_04850	-	iron-sulfur cluster assembly accessory protein	CDS	936010	936370	1	CDS_USA300_JE2_936011_936370
B7H15_04855	-	NADH dehydrogenase	CDS	936823	938032	1	CDS_USA300_JE2_936824_938032
B7H15_04860	-	aminopeptidase	CDS	938162	939638	1	CDS_USA300_JE2_938163_939638
B7H15_04865	-	sodium:proton antiporter	CDS	940048	941365	1	CDS_USA300_JE2_940049_941365
B7H15_04870	-	thioesterase	CDS	941383	941758	1	CDS_USA300_JE2_941384_941758
B7H15_04875	-	pyridine nucleotide-disulfide oxidoreductase	CDS	941813	942968	-1	CDS_USA300_JE2_941814_942968
B7H15_04880	-	Na+/H+ antiporter subunit G	CDS	943216	943573	-1	CDS_USA300_JE2_943217_943573
B7H15_04885	-	Na+/H+ antiporter subunit F	CDS	943550	943844	-1	CDS_USA300_JE2_943551_943844
B7H15_04890	-	Na+/H+ antiporter subunit E	CDS	943843	944323	-1	CDS_USA300_JE2_943844_944323
B7H15_04895	-	Na+/H+ antiporter subunit D	CDS	944324	945821	-1	CDS_USA300_JE2_944325_945821
B7H15_04900	-	Na(+)/H(+) antiporter subunit C	CDS	945813	946143	-1	CDS_USA300_JE2_945814_946143
B7H15_04905	-	Na+/H+ antiporter subunit B	CDS	946154	946583	-1	CDS_USA300_JE2_946155_946583
B7H15_04910	-	Na+/H+ antiporter subunit A	CDS	946575	948981	-1	CDS_USA300_JE2_946576_948981
B7H15_04915	-	kinase	CDS	949111	949495	-1	CDS_USA300_JE2_949112_949495
B7H15_04920	-	peptidylprolyl isomerase	CDS	949558	950152	1	CDS_USA300_JE2_949559_950152
B7H15_04925	-	general stress protein	CDS	950567	950945	1	CDS_USA300_JE2_950568_950945
B7H15_04930	-	NADH-dependent flavin oxidoreductase	CDS	951306	952434	1	CDS_USA300_JE2_951307_952434
B7H15_04935	-	Ornithine aminotransferase 2	CDS	952741	953932	1	CDS_USA300_JE2_952742_953932
B7H15_04940	-	NAD-specific glutamate dehydrogenase	CDS	954040	955285	1	CDS_USA300_JE2_954041_955285
B7H15_04945	-	nitrogen fixation protein NifR	CDS	955522	955588	1	CDS_USA300_JE2_955523_955588
B7H15_04950	-	hypothetical protein	CDS	955614	955713	-1	CDS_USA300_JE2_955615_955713
B7H15_04955	-	glycerophosphodiester phosphodiesterase	CDS	955787	956717	-1	CDS_USA300_JE2_955788_956717
B7H15_04960	-	argininosuccinate lyase	CDS	956958	958338	-1	CDS_USA300_JE2_956959_958338
B7H15_04965	-	argininosuccinate synthase	CDS	958327	959533	-1	CDS_USA300_JE2_958328_959533
B7H15_04970	-	glucose-6-phosphate isomerase	CDS	959883	961215	1	CDS_USA300_JE2_959884_961215
B7H15_04975	-	TVP38/TMEM64 family protein	CDS	961539	962115	1	CDS_USA300_JE2_961540_962115
B7H15_04980	-	inactive signal peptidase IA	CDS	962119	962644	1	CDS_USA300_JE2_962120_962644
B7H15_04985	-	signal peptidase IB	CDS	962659	963235	1	CDS_USA300_JE2_962660_963235
B7H15_04990	-	ATP-dependent helicase/deoxyribonuclease subunit B	CDS	963394	966871	1	CDS_USA300_JE2_963395_966871
B7H15_04995	-	ATP-dependent helicase/nuclease subunit A	CDS	966871	970525	1	CDS_USA300_JE2_966872_970525
B7H15_05000	-	hypothetical protein	CDS	970690	971593	1	CDS_USA300_JE2_970691_971593
B7H15_05005	-	hypothetical protein	CDS	971921	972311	1	CDS_USA300_JE2_971922_972311
B7H15_05010	-	CoA-disulfide reductase	CDS	972481	973798	-1	CDS_USA300_JE2_972482_973798
B7H15_05015	-	phosphatase	CDS	973849	974674	-1	CDS_USA300_JE2_973850_974674
B7H15_05020	-	DNA methyltransferase	CDS	974787	975096	1	CDS_USA300_JE2_974788_975096
B7H15_05025	-	acyltransferase	CDS	975642	977457	1	CDS_USA300_JE2_975643_977457
B7H15_05030	-	chaperone protein ClpB	CDS	977659	980269	1	CDS_USA300_JE2_977660_980269
B7H15_05035	-	LysR family transcriptional regulator	CDS	980327	981197	-1	CDS_USA300_JE2_980328_981197
B7H15_05040	-	2-isopropylmalate synthase	CDS	981306	982452	1	CDS_USA300_JE2_981307_982452
B7H15_05045	-	hypothetical protein	CDS	982435	983077	1	CDS_USA300_JE2_982436_983077
B7H15_05050	-	hypothetical protein	CDS	983069	984188	1	CDS_USA300_JE2_983070_984188
B7H15_05055	-	phosphatidylethanolamine-binding protein	CDS	984171	984687	1	CDS_USA300_JE2_984172_984687
B7H15_05060	-	MAP domain-containing protein	CDS	984997	985432	1	CDS_USA300_JE2_984998_985432
B7H15_05065	-	DUF2929 domain-containing protein	CDS	985688	985874	-1	CDS_USA300_JE2_985689_985874
B7H15_05070	-	3-oxoacyl-ACP synthase III	CDS	986168	987110	1	CDS_USA300_JE2_986169_987110
B7H15_05075	-	beta-ketoacyl-[acyl-carrier-protein] synthase II	CDS	987121	988366	1	CDS_USA300_JE2_987122_988366
B7H15_05080	-	hypothetical protein	CDS	988420	988792	-1	CDS_USA300_JE2_988421_988792
B7H15_05085	-	peptide ABC transporter permease	CDS	989034	989961	1	CDS_USA300_JE2_989035_989961
B7H15_05090	-	peptide ABC transporter permease	CDS	989960	991031	1	CDS_USA300_JE2_989961_991031
B7H15_05095	-	ABC transporter ATP-binding protein	CDS	991047	992130	1	CDS_USA300_JE2_991048_992130
B7H15_05100	-	peptide ABC transporter ATP-binding protein	CDS	992119	993061	1	CDS_USA300_JE2_992120_993061
B7H15_05105	-	peptide ABC transporter substrate-binding protein	CDS	993079	994735	1	CDS_USA300_JE2_993080_994735
B7H15_05110	-	ABC transporter substrate-binding protein	CDS	994946	996662	1	CDS_USA300_JE2_994947_996662
B7H15_05115	-	peptide ABC transporter ATP-binding protein	CDS	996712	997699	1	CDS_USA300_JE2_996713_997699
B7H15_05120	-	ABC transporter ATP-binding protein	CDS	997701	998682	1	CDS_USA300_JE2_997702_998682
B7H15_05125	-	peptide ABC transporter permease	CDS	998674	999637	1	CDS_USA300_JE2_998675_999637
B7H15_05130	-	peptide ABC transporter permease	CDS	999648	1000530	1	CDS_USA300_JE2_999649_1000530
B7H15_05135	-	tryptophan--tRNA ligase	CDS	1000571	1001561	-1	CDS_USA300_JE2_1000572_1001561
B7H15_05140	-	regulatory protein Spx	CDS	1001855	1002251	1	CDS_USA300_JE2_1001856_1002251
B7H15_05145	-	adaptor protein MecA	CDS	1002621	1003341	1	CDS_USA300_JE2_1002622_1003341
B7H15_05150	-	competence protein	CDS	1003461	1003719	1	CDS_USA300_JE2_1003462_1003719
B7H15_05155	-	competence protein	CDS	1003802	1004447	1	CDS_USA300_JE2_1003803_1004447
B7H15_05160	-	oligoendopeptidase F	CDS	1004494	1006303	1	CDS_USA300_JE2_1004495_1006303
B7H15_05165	-	hypothetical protein	CDS	1006762	1007569	-1	CDS_USA300_JE2_1006763_1007569
B7H15_05170	-	globin	CDS	1007591	1007957	-1	CDS_USA300_JE2_1007592_1007957
B7H15_05175	-	adenylate cyclase	CDS	1008060	1008654	-1	CDS_USA300_JE2_1008061_1008654
B7H15_05180	-	hypothetical protein	CDS	1008839	1009187	1	CDS_USA300_JE2_1008840_1009187
B7H15_05185	-	GTP pyrophosphokinase	CDS	1009203	1009839	1	CDS_USA300_JE2_1009204_1009839
B7H15_05190	-	NAD(+) kinase	CDS	1009855	1010665	1	CDS_USA300_JE2_1009856_1010665
B7H15_05195	-	RNA pseudouridine synthase	CDS	1010661	1011516	1	CDS_USA300_JE2_1010662_1011516
B7H15_05200	-	magnesium transporter	CDS	1011536	1012922	1	CDS_USA300_JE2_1011537_1012922
B7H15_05205	-	sodium:proton antiporter	CDS	1012931	1014776	1	CDS_USA300_JE2_1012932_1014776
B7H15_05210	-	enoyl-ACP reductase	CDS	1015053	1015824	1	CDS_USA300_JE2_1015054_1015824
B7H15_05215	-	AI-2E family transporter	CDS	1016018	1017104	-1	CDS_USA300_JE2_1016019_1017104
B7H15_05220	-	sodium:alanine symporter	CDS	1017445	1019014	1	CDS_USA300_JE2_1017446_1019014
B7H15_05225	-	acetylesterase	CDS	1019155	1019914	1	CDS_USA300_JE2_1019156_1019914
B7H15_05230	-	hypothetical protein	CDS	1020107	1020617	1	CDS_USA300_JE2_1020108_1020617
B7H15_05235	-	MFS transporter	CDS	1020729	1021938	-1	CDS_USA300_JE2_1020730_1021938
B7H15_05240	-	diacylglycerol beta-glucosyltransferase	CDS	1021897	1023073	-1	CDS_USA300_JE2_1021898_1023073
B7H15_05245	-	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--L-lysine ligase	CDS	1023505	1024987	1	CDS_USA300_JE2_1023506_1024987
B7H15_05250	-	hypothetical protein	CDS	1024970	1025231	1	CDS_USA300_JE2_1024971_1025231
