locus_tag	gene	product	type	start	end	strand	snpEff_locus_id
SAOUHSC_00817	-	conserved hypothetical protein	CDS	799222	799693	1	CDS_NCTC8325_799223_799693
SAOUHSC_00818	-	thermonuclease precursor	CDS	800033	800720	1	CDS_NCTC8325_800034_800720
SAOUHSC_00819	-	conserved hypothetical protein	CDS	801076	801277	1	CDS_NCTC8325_801077_801277
SAOUHSC_00820	-	conserved hypothetical protein	CDS	801772	801991	-1	CDS_NCTC8325_801773_801991
SAOUHSC_00821	-	conserved hypothetical protein	CDS	802052	802337	-1	CDS_NCTC8325_802053_802337
SAOUHSC_00822	-	conserved hypothetical protein	CDS	802424	802994	-1	CDS_NCTC8325_802425_802994
SAOUHSC_00823	-	conserved hypothetical protein	CDS	803181	803370	-1	CDS_NCTC8325_803182_803370
SAOUHSC_00824	-	conserved hypothetical protein	CDS	803398	803659	-1	CDS_NCTC8325_803399_803659
SAOUHSC_00825	-	conserved hypothetical protein	CDS	803999	804203	1	CDS_NCTC8325_804000_804203
SAOUHSC_00826	-	conserved hypothetical protein	CDS	804199	804436	-1	CDS_NCTC8325_804200_804436
SAOUHSC_00827	-	conserved hypothetical protein	CDS	804681	805242	1	CDS_NCTC8325_804682_805242
SAOUHSC_00828	-	conserved hypothetical protein	CDS	805314	805932	-1	CDS_NCTC8325_805315_805932
SAOUHSC_00830	-	conserved hypothetical protein	CDS	806086	806581	-1	CDS_NCTC8325_806087_806581
SAOUHSC_00831	-	conserved hypothetical protein	CDS	806979	807402	-1	CDS_NCTC8325_806980_807402
SAOUHSC_00832	-	3-dehydroquinate dehydratase, type I	CDS	807549	808266	1	CDS_NCTC8325_807550_808266
SAOUHSC_00833	-	conserved hypothetical protein	CDS	808348	808888	1	CDS_NCTC8325_808349_808888
SAOUHSC_00834	-	thioredoxin, putative	CDS	809037	809358	-1	CDS_NCTC8325_809038_809358
SAOUHSC_00835	-	conserved hypothetical protein	CDS	809501	809858	1	CDS_NCTC8325_809502_809858
SAOUHSC_00836	-	glycine cleavage system H protein	CDS	810015	810396	1	CDS_NCTC8325_810016_810396
SAOUHSC_00837	-	conserved hypothetical protein	CDS	810459	810573	1	CDS_NCTC8325_810460_810573
SAOUHSC_00838	-	conserved hypothetical protein	CDS	810574	811453	1	CDS_NCTC8325_810575_811453
SAOUHSC_00839	-	conserved hypothetical protein	CDS	811871	811985	1	CDS_NCTC8325_811872_811985
SAOUHSC_00840	-	conserved hypothetical protein	CDS	812194	812581	1	CDS_NCTC8325_812195_812581
SAOUHSC_00841	-	conserved hypothetical protein	CDS	812573	812870	1	CDS_NCTC8325_812574_812870
SAOUHSC_00842	-	ABC transporter, ATP-binding protein, putative	CDS	813119	814145	1	CDS_NCTC8325_813120_814145
SAOUHSC_00843	-	conserved hypothetical protein	CDS	814137	814833	1	CDS_NCTC8325_814138_814833
SAOUHSC_00844	-	conserved hypothetical protein	CDS	814850	815672	1	CDS_NCTC8325_814851_815672
SAOUHSC_00845	-	conserved hypothetical protein	CDS	816025	816220	1	CDS_NCTC8325_816026_816220
SAOUHSC_00846	-	conserved hypothetical protein	CDS	816452	817304	-1	CDS_NCTC8325_816453_817304
SAOUHSC_00847	-	ABC transporter, ATP-binding protein, putative	CDS	817631	818393	1	CDS_NCTC8325_817632_818393
SAOUHSC_00848	-	conserved hypothetical protein	CDS	818490	819798	1	CDS_NCTC8325_818491_819798
SAOUHSC_00849	-	aminotransferase, class V superfamily, putative	CDS	819903	821154	1	CDS_NCTC8325_819904_821154
SAOUHSC_00850	-	conserved hypothetical protein	CDS	821143	821608	1	CDS_NCTC8325_821144_821608
SAOUHSC_00851	-	conserved hypothetical protein	CDS	821758	823156	1	CDS_NCTC8325_821759_823156
SAOUHSC_00852	-	conserved hypothetical protein	CDS	823342	823480	1	CDS_NCTC8325_823343_823480
SAOUHSC_00853	-	conserved hypothetical protein	CDS	823485	823800	-1	CDS_NCTC8325_823486_823800
SAOUHSC_00854	-	conserved hypothetical protein	CDS	824164	825205	1	CDS_NCTC8325_824165_825205
SAOUHSC_00855	-	conserved hypothetical protein	CDS	825218	826286	1	CDS_NCTC8325_825219_826286
SAOUHSC_00857	-	conserved hypothetical protein	CDS	826352	826451	1	CDS_NCTC8325_826353_826451
SAOUHSC_00858	-	conserved hypothetical protein	CDS	826498	827347	1	CDS_NCTC8325_826499_827347
SAOUHSC_00859	-	conserved hypothetical protein	CDS	827359	828187	1	CDS_NCTC8325_827360_828187
SAOUHSC_00860	-	5-nucleotidase family protein	CDS	828213	829533	1	CDS_NCTC8325_828214_829533
SAOUHSC_00861	-	lipoic acid synthetase	CDS	829616	830534	1	CDS_NCTC8325_829617_830534
SAOUHSC_00862	-	conserved hypothetical protein	CDS	830663	831047	1	CDS_NCTC8325_830664_831047
SAOUHSC_00863	-	conserved hypothetical protein	CDS	831125	831392	-1	CDS_NCTC8325_831126_831392
SAOUHSC_00864	-	conserved hypothetical protein	CDS	831489	831924	1	CDS_NCTC8325_831490_831924
SAOUHSC_00865	-	conserved hypothetical protein	CDS	831923	832703	1	CDS_NCTC8325_831924_832703
SAOUHSC_00866	-	D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain protein	CDS	832810	833695	1	CDS_NCTC8325_832811_833695
SAOUHSC_00867	-	conserved hypothetical protein	CDS	833948	834059	1	CDS_NCTC8325_833949_834059
SAOUHSC_00868	-	conserved hypothetical protein	CDS	834055	834259	1	CDS_NCTC8325_834056_834259
SAOUHSC_00869	-	D-alanine-activating enzyme	CDS	834274	835732	1	CDS_NCTC8325_834275_835732
SAOUHSC_00870	-	dltB protein, putative	CDS	835728	836943	1	CDS_NCTC8325_835729_836943
SAOUHSC_00871	-	D-alanyl carrier protein	CDS	836960	837197	1	CDS_NCTC8325_836961_837197
SAOUHSC_00872	-	extramembranal protein	CDS	837193	838369	1	CDS_NCTC8325_837194_838369
SAOUHSC_00873	-	conserved hypothetical protein	CDS	838631	838874	-1	CDS_NCTC8325_838632_838874
SAOUHSC_00874	-	conserved hypothetical protein	CDS	838974	839298	1	CDS_NCTC8325_838975_839298
SAOUHSC_00875	-	conserved hypothetical protein	CDS	839356	840421	-1	CDS_NCTC8325_839357_840421
SAOUHSC_00876	-	conserved hypothetical protein	CDS	840737	840974	1	CDS_NCTC8325_840738_840974
SAOUHSC_00877	-	conserved hypothetical protein	CDS	840986	841346	1	CDS_NCTC8325_840987_841346
SAOUHSC_00878	-	conserved hypothetical protein	CDS	841799	843008	1	CDS_NCTC8325_841800_843008
SAOUHSC_00879	-	probable cytosol aminopeptidase	CDS	843138	844614	1	CDS_NCTC8325_843139_844614
SAOUHSC_00880	-	conserved hypothetical protein	CDS	845024	846341	1	CDS_NCTC8325_845025_846341
SAOUHSC_00881	-	conserved hypothetical protein	CDS	846359	846734	1	CDS_NCTC8325_846360_846734
SAOUHSC_00882	-	conserved hypothetical protein	CDS	846789	847944	-1	CDS_NCTC8325_846790_847944
SAOUHSC_00883	-	monovalent cation/proton antiporter, MnhG/PhaG subunit subfamily, putative	CDS	848192	848549	-1	CDS_NCTC8325_848193_848549
SAOUHSC_00884	-	Multiple resistance and pH regulation protein F (MrpF / PhaF) family, putative	CDS	848526	848820	-1	CDS_NCTC8325_848527_848820
SAOUHSC_00885	-	conserved hypothetical protein	CDS	848819	849299	-1	CDS_NCTC8325_848820_849299
SAOUHSC_00886	-	Na+/H+ antiporter, MnhD component, putative	CDS	849300	850797	-1	CDS_NCTC8325_849301_850797
SAOUHSC_00887	-	Na+/H+ antiporter subunit, putative	CDS	850789	851119	-1	CDS_NCTC8325_850790_851119
SAOUHSC_00888	-	monovalent cation:proton antiporter subfamily, putative	CDS	851130	851559	-1	CDS_NCTC8325_851131_851559
SAOUHSC_00889	-	Na+/H+ antiporter subunit, putative	CDS	851551	853957	-1	CDS_NCTC8325_851552_853957
SAOUHSC_00890	-	conserved hypothetical protein	CDS	854087	854471	-1	CDS_NCTC8325_854088_854471
SAOUHSC_00891	-	peptidyl-prolyl cis-trans isomerase, cyclophilin-type, putative	CDS	854534	855128	1	CDS_NCTC8325_854535_855128
SAOUHSC_00892	-	conserved hypothetical protein	CDS	855576	855921	1	CDS_NCTC8325_855577_855921
SAOUHSC_00893	-	FMN oxidoreductase, putative	CDS	856282	857410	1	CDS_NCTC8325_856283_857410
SAOUHSC_00894	-	ornithine aminotransferase, putative	CDS	857717	858908	1	CDS_NCTC8325_857718_858908
SAOUHSC_00895	-	glutamate dehydrogenase, NAD-specific, putative	CDS	859016	860261	1	CDS_NCTC8325_859017_860261
SAOUHSC_00896	-	conserved hypothetical protein	CDS	860486	860678	1	CDS_NCTC8325_860487_860678
SAOUHSC_00897	-	conserved hypothetical protein	CDS	860763	861693	-1	CDS_NCTC8325_860764_861693
SAOUHSC_00898	-	argininosuccinate lyase	CDS	861934	863314	-1	CDS_NCTC8325_861935_863314
SAOUHSC_00899	-	argininosuccinate synthase	CDS	863303	864509	-1	CDS_NCTC8325_863304_864509
SAOUHSC_00900	-	glucose-6-phosphate isomerase	CDS	864859	866191	1	CDS_NCTC8325_864860_866191
SAOUHSC_00901	-	conserved hypothetical protein	CDS	866515	867091	1	CDS_NCTC8325_866516_867091
SAOUHSC_00902	-	Signal peptidase IA, putative	CDS	867095	867620	1	CDS_NCTC8325_867096_867620
SAOUHSC_00903	-	Signal peptidase IB, putative	CDS	867743	868211	1	CDS_NCTC8325_867744_868211
SAOUHSC_00904	-	exonuclease RexB, putative	CDS	868370	871847	1	CDS_NCTC8325_868371_871847
SAOUHSC_00905	-	ATP-dependent nuclease subunit A, putative	CDS	871847	875501	1	CDS_NCTC8325_871848_875501
SAOUHSC_00906	-	conserved hypothetical protein	CDS	875666	876569	1	CDS_NCTC8325_875667_876569
SAOUHSC_00907	-	conserved hypothetical protein	CDS	876897	877287	1	CDS_NCTC8325_876898_877287
SAOUHSC_00908	-	coenzyme A disulfide reductase, putative	CDS	877457	878774	-1	CDS_NCTC8325_877458_878774
SAOUHSC_00909	-	conserved hypothetical protein	CDS	878825	879650	-1	CDS_NCTC8325_878826_879650
SAOUHSC_00910	-	conserved hypothetical protein	CDS	879805	880072	1	CDS_NCTC8325_879806_880072
SAOUHSC_00911	-	conserved hypothetical protein	CDS	880618	882433	1	CDS_NCTC8325_880619_882433
SAOUHSC_00912	-	ATP-dependent Clp protease, ATP-binding subunit ClpB	CDS	882635	885245	1	CDS_NCTC8325_882636_885245
SAOUHSC_00913	-	conserved hypothetical protein	CDS	885303	886173	-1	CDS_NCTC8325_885304_886173
SAOUHSC_00914	-	2-isopropylmalate synthase, putative	CDS	886282	887428	1	CDS_NCTC8325_886283_887428
SAOUHSC_00915	-	conserved hypothetical protein	CDS	887411	888053	1	CDS_NCTC8325_887412_888053
SAOUHSC_00916	-	conserved hypothetical protein	CDS	888045	889164	1	CDS_NCTC8325_888046_889164
SAOUHSC_00917	-	conserved hypothetical protein	CDS	889147	889663	1	CDS_NCTC8325_889148_889663
SAOUHSC_00918	-	truncated MHC class II analog protein	CDS	889973	890408	1	CDS_NCTC8325_889974_890408
SAOUHSC_00919	-	conserved hypothetical protein	CDS	890664	890850	-1	CDS_NCTC8325_890665_890850
SAOUHSC_00920	-	conserved hypothetical protein	CDS	891144	892086	1	CDS_NCTC8325_891145_892086
SAOUHSC_00921	-	3-oxoacyl-synthase, putative	CDS	892097	893342	1	CDS_NCTC8325_892098_893342
SAOUHSC_00922	-	conserved hypothetical protein	CDS	893396	893768	-1	CDS_NCTC8325_893397_893768
SAOUHSC_00923	-	conserved hypothetical protein	CDS	894010	894937	1	CDS_NCTC8325_894011_894937
SAOUHSC_00924	-	conserved hypothetical protein	CDS	894936	896007	1	CDS_NCTC8325_894937_896007
SAOUHSC_00925	-	conserved hypothetical protein	CDS	896023	897106	1	CDS_NCTC8325_896024_897106
SAOUHSC_00926	-	oligopeptide ABC transporter, ATP-binding protein, putative	CDS	897095	898037	1	CDS_NCTC8325_897096_898037
SAOUHSC_00927	-	oligopeptide ABC transporter, substrate-binding protein, putative	CDS	898055	899711	1	CDS_NCTC8325_898056_899711
SAOUHSC_00928	-	oligopeptide ABC transporter, substrate-binding protein, putative	CDS	899922	901638	1	CDS_NCTC8325_899923_901638
SAOUHSC_00929	-	oligopeptide ABC transporter, ATP-binding protein, putative	CDS	901688	902675	1	CDS_NCTC8325_901689_902675
SAOUHSC_00930	-	oligopeptide ABC transporter, ATP-binding protein, putative	CDS	902677	903658	1	CDS_NCTC8325_902678_903658
SAOUHSC_00931	-	oligopeptide ABC transporter, permease protein, putative	CDS	903650	904613	1	CDS_NCTC8325_903651_904613
SAOUHSC_00932	-	oligopeptide ABC transporter, permease protein, putative	CDS	904624	905506	1	CDS_NCTC8325_904625_905506
SAOUHSC_00933	-	tryptophanyl-tRNA synthetase	CDS	905547	906537	-1	CDS_NCTC8325_905548_906537
SAOUHSC_00934	-	conserved hypothetical protein	CDS	906831	907227	1	CDS_NCTC8325_906832_907227
SAOUHSC_00935	-	conserved hypothetical protein	CDS	907597	908317	1	CDS_NCTC8325_907598_908317
SAOUHSC_00936	-	conserved hypothetical protein	CDS	908437	909424	1	CDS_NCTC8325_908438_909424
SAOUHSC_00937	-	oligoendopeptidase F	CDS	909471	911280	1	CDS_NCTC8325_909472_911280
SAOUHSC_00938	-	conserved hypothetical protein	CDS	911739	912546	-1	CDS_NCTC8325_911740_912546
SAOUHSC_00939	-	conserved hypothetical protein	CDS	912568	912886	-1	CDS_NCTC8325_912569_912886
SAOUHSC_00940	-	conserved hypothetical protein	CDS	913037	913631	-1	CDS_NCTC8325_913038_913631
SAOUHSC_00941	-	conserved hypothetical protein	CDS	913816	914164	1	CDS_NCTC8325_913817_914164
SAOUHSC_00942	-	GTP pyrophosphokinase, putative	CDS	914180	914816	1	CDS_NCTC8325_914181_914816
SAOUHSC_00943	-	ATP-NAD kinase, putative	CDS	914832	915642	1	CDS_NCTC8325_914833_915642
SAOUHSC_00944	-	conserved hypothetical protein	CDS	915638	916493	1	CDS_NCTC8325_915639_916493
SAOUHSC_00945	-	magnesium transporter	CDS	916513	917899	1	CDS_NCTC8325_916514_917899
SAOUHSC_00946	-	conserved hypothetical protein	CDS	917908	919753	1	CDS_NCTC8325_917909_919753
SAOUHSC_00947	-	enoyl-(acyl-carrier-protein) reductase	CDS	920030	920801	1	CDS_NCTC8325_920031_920801
SAOUHSC_00948	-	conserved hypothetical protein	CDS	920995	922081	-1	CDS_NCTC8325_920996_922081
SAOUHSC_00949	-	conserved hypothetical protein	CDS	922422	923991	1	CDS_NCTC8325_922423_923991
SAOUHSC_00950	-	conserved hypothetical protein	CDS	924132	924891	1	CDS_NCTC8325_924133_924891
SAOUHSC_00951	-	conserved hypothetical protein	CDS	925084	925594	1	CDS_NCTC8325_925085_925594
SAOUHSC_00952	-	conserved hypothetical protein	CDS	925706	926915	-1	CDS_NCTC8325_925707_926915
SAOUHSC_00953	-	conserved hypothetical protein	CDS	926874	928050	-1	CDS_NCTC8325_926875_928050
SAOUHSC_00954	-	UDP-N-acetylmuramoylalanyl-D-glutamate--2, 6-diaminopimelate ligase	CDS	928482	929964	1	CDS_NCTC8325_928483_929964
SAOUHSC_00955	-	conserved hypothetical protein	CDS	929947	930208	1	CDS_NCTC8325_929948_930208
SAOUHSC_00956	-	peptide chain release factor 3	CDS	930207	931770	1	CDS_NCTC8325_930208_931770
SAOUHSC_00957	-	conserved hypothetical protein	CDS	932071	932875	1	CDS_NCTC8325_932072_932875
SAOUHSC_00958	-	serine protease HtrA, putative	CDS	933093	935418	1	CDS_NCTC8325_933094_935418
SAOUHSC_00959	-	conserved hypothetical protein	CDS	935434	936793	1	CDS_NCTC8325_935435_936793
SAOUHSC_00960	-	conserved hypothetical protein	CDS	936931	938443	1	CDS_NCTC8325_936932_938443
SAOUHSC_00961	-	conserved hypothetical protein	CDS	938929	939460	-1	CDS_NCTC8325_938930_939460
SAOUHSC_00962	-	conserved hypothetical protein	CDS	939708	939927	1	CDS_NCTC8325_939709_939927
SAOUHSC_00963	-	lipoyltransferase and lipoate-protein ligase, putative	CDS	940007	940994	-1	CDS_NCTC8325_940008_940994
SAOUHSC_00964	-	conserved hypothetical protein	CDS	941192	941369	1	CDS_NCTC8325_941193_941369
SAOUHSC_00965	-	conserved hypothetical protein	CDS	941383	941986	1	CDS_NCTC8325_941384_941986
SAOUHSC_00966	-	conserved hypothetical protein	CDS	942256	942364	1	CDS_NCTC8325_942257_942364
SAOUHSC_00967	-	hypothetical protein	CDS	942902	943004	1	CDS_NCTC8325_942903_943004
SAOUHSC_00968	-	conserved hypothetical protein	CDS	943329	945294	1	CDS_NCTC8325_943330_945294
SAOUHSC_00969	-	conserved hypothetical protein	CDS	945296	945617	1	CDS_NCTC8325_945297_945617
SAOUHSC_00970	-	ABC transporter, ATP-binding protein, putative	CDS	945613	946255	1	CDS_NCTC8325_945614_946255
SAOUHSC_00971	-	conserved hypothetical protein	CDS	946342	946633	-1	CDS_NCTC8325_946343_946633
SAOUHSC_00972	-	conserved hypothetical protein	CDS	946911	947199	1	CDS_NCTC8325_946912_947199
SAOUHSC_00973	-	conserved hypothetical protein	CDS	947204	947912	1	CDS_NCTC8325_947205_947912
SAOUHSC_00974	-	glycosyl transferase, group 1	CDS	947904	948687	1	CDS_NCTC8325_947905_948687
SAOUHSC_00975	-	conserved hypothetical protein	CDS	948775	949132	-1	CDS_NCTC8325_948776_949132
SAOUHSC_00976	-	conserved hypothetical protein	CDS	949715	950579	1	CDS_NCTC8325_949716_950579
SAOUHSC_00977	-	conserved hypothetical protein	CDS	950624	950756	-1	CDS_NCTC8325_950625_950756
SAOUHSC_00978	-	conserved hypothetical protein	CDS	950819	951110	-1	CDS_NCTC8325_950820_951110
SAOUHSC_00979	-	conserved hypothetical protein	CDS	951199	951751	1	CDS_NCTC8325_951200_951751
SAOUHSC_00980	-	conserved hypothetical protein	CDS	951801	952740	-1	CDS_NCTC8325_951802_952740
SAOUHSC_00981	-	conserved hypothetical protein	CDS	952890	952995	1	CDS_NCTC8325_952891_952995
SAOUHSC_00982	-	conserved hypothetical protein	CDS	953071	954283	1	CDS_NCTC8325_953072_954283
SAOUHSC_00983	-	2-succinyl-6-hydroxy-2, 4-cyclohexadiene-1-carboxylic acid synthase/2-oxoglutarate decarboxylase	CDS	954269	955943	1	CDS_NCTC8325_954270_955943
SAOUHSC_00984	-	conserved hypothetical protein	CDS	955929	956733	1	CDS_NCTC8325_955930_956733
SAOUHSC_00985	-	enoyl-CoA hydratase/isomerase family protein, putative	CDS	956725	957547	1	CDS_NCTC8325_956726_957547
SAOUHSC_00986	-	cysteine protease, putative	CDS	957785	958115	-1	CDS_NCTC8325_957786_958115
SAOUHSC_00987	-	cysteine protease precursor, putative	CDS	958152	959334	-1	CDS_NCTC8325_958153_959334
SAOUHSC_00988	-	glutamyl endopeptidase precursor, putative	CDS	959415	960426	-1	CDS_NCTC8325_959416_960426
SAOUHSC_00989	-	conserved hypothetical protein	CDS	960953	962108	-1	CDS_NCTC8325_960954_962108
SAOUHSC_00991	-	conserved hypothetical protein	CDS	962303	963314	-1	CDS_NCTC8325_962304_963314
SAOUHSC_00992	-	transcriptional regulator, MarR family, putative	CDS	963466	963886	1	CDS_NCTC8325_963467_963886
SAOUHSC_00993	-	conserved hypothetical protein	CDS	963912	964023	1	CDS_NCTC8325_963913_964023
SAOUHSC_00994	-	bifunctional autolysin precursor, putative	CDS	964092	967863	-1	CDS_NCTC8325_964093_967863
SAOUHSC_00995	-	conserved hypothetical protein	CDS	968090	968525	-1	CDS_NCTC8325_968091_968525
SAOUHSC_00996	-	conserved hypothetical protein	CDS	968679	969150	-1	CDS_NCTC8325_968680_969150
SAOUHSC_00997	-	conserved hypothetical protein	CDS	969197	970415	-1	CDS_NCTC8325_969198_970415
SAOUHSC_00998	-	fmt protein, putative	CDS	970865	972059	1	CDS_NCTC8325_970866_972059
SAOUHSC_00999	-	quinol oxidase, subunit IV, putative	CDS	972595	972874	-1	CDS_NCTC8325_972596_972874
SAOUHSC_01000	-	cytochrome c oxidase subunit III, putative	CDS	972882	973488	-1	CDS_NCTC8325_972883_973488
SAOUHSC_01001	-	quinol oxidase, subunit I	CDS	973477	975466	-1	CDS_NCTC8325_973478_975466
SAOUHSC_01002	-	quinol oxidase AA3, subunit II, putative	CDS	975465	976566	-1	CDS_NCTC8325_975466_976566
SAOUHSC_01003	-	hypothetical protein	CDS	976867	976990	1	CDS_NCTC8325_976868_976990
SAOUHSC_01005	-	conserved hypothetical protein	CDS	977137	977455	-1	CDS_NCTC8325_977138_977455
SAOUHSC_01007	-	FolD bifunctional protein, putative	CDS	978260	979121	-1	CDS_NCTC8325_978261_979121
SAOUHSC_01008	-	phosphoribosylaminoimidazole carboxylase, catalytic subunit	CDS	979384	979804	1	CDS_NCTC8325_979385_979804
SAOUHSC_01009	-	phosphoribosylaminoimidazole carboxylase, ATPase subunit	CDS	979790	980915	1	CDS_NCTC8325_979791_980915
SAOUHSC_01010	-	phosphoribosylaminoimidazole-succinocarboxamide synthase	CDS	980918	981623	1	CDS_NCTC8325_980919_981623
SAOUHSC_01011	-	phosphoribosylformylglycinamidine synthase, PurS protein	CDS	981622	981886	1	CDS_NCTC8325_981623_981886
SAOUHSC_01012	-	phosphoribosylformylglycinamidine synthase I	CDS	981887	982559	1	CDS_NCTC8325_981888_982559
SAOUHSC_01013	-	phosphoribosylformylglycinamidine synthase II	CDS	982551	984741	1	CDS_NCTC8325_982552_984741
SAOUHSC_01014	-	amidophosphoribosyltransferase	CDS	984719	986204	1	CDS_NCTC8325_984720_986204
SAOUHSC_01015	-	phosphoribosylformylglycinamidine cyclo-ligase	CDS	986196	987225	1	CDS_NCTC8325_986197_987225
SAOUHSC_01016	-	phosphoribosylglycinamide formyltransferase, putative	CDS	987227	987794	1	CDS_NCTC8325_987228_987794
SAOUHSC_01017	-	phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase	CDS	987808	989287	1	CDS_NCTC8325_987809_989287
SAOUHSC_01018	-	phosphoribosylamine-glycine ligase	CDS	989308	990556	1	CDS_NCTC8325_989309_990556
SAOUHSC_01019	-	conserved hypothetical protein	CDS	990820	991627	-1	CDS_NCTC8325_990821_991627
SAOUHSC_01021	-	conserved hypothetical protein	CDS	991619	993020	-1	CDS_NCTC8325_991620_993020
SAOUHSC_01022	-	conserved hypothetical protein	CDS	993034	993610	-1	CDS_NCTC8325_993035_993610
SAOUHSC_01023	-	hypothetical protein	CDS	993973	994093	1	CDS_NCTC8325_993974_994093
SAOUHSC_01024	-	hypothetical protein	CDS	994193	994328	-1	CDS_NCTC8325_994194_994328
SAOUHSC_01025	-	conserved hypothetical protein	CDS	994479	995775	1	CDS_NCTC8325_994480_995775
SAOUHSC_01026	-	conserved hypothetical protein	CDS	996199	997372	1	CDS_NCTC8325_996200_997372
SAOUHSC_01027	-	conserved hypothetical protein	CDS	997425	997968	1	CDS_NCTC8325_997426_997968
SAOUHSC_01028	-	phosphocarrier protein hpr, putative	CDS	998121	998388	1	CDS_NCTC8325_998122_998388
SAOUHSC_01029	-	phosphoenolpyruvate-protein phosphotransferase	CDS	998390	1000109	1	CDS_NCTC8325_998391_1000109
SAOUHSC_01030	-	conserved hypothetical protein	CDS	1000345	1000579	-1	CDS_NCTC8325_1000346_1000579
SAOUHSC_01031	-	cytochrome d ubiquinol oxidase, subunit I, putative	CDS	1000776	1002138	1	CDS_NCTC8325_1000777_1002138
SAOUHSC_01032	-	cytochrome d ubiquinol oxidase, subunit II, putative	CDS	1002134	1003154	1	CDS_NCTC8325_1002135_1003154
SAOUHSC_01034	-	conserved hypothetical protein	CDS	1003286	1003949	1	CDS_NCTC8325_1003287_1003949
SAOUHSC_A00992	-	conserved hypothetical protein	CDS	1003966	1004122	1	CDS_NCTC8325_1003967_1004122
SAOUHSC_01035	-	conserved hypothetical protein	CDS	1004297	1005995	-1	CDS_NCTC8325_1004298_1005995
SAOUHSC_01036	-	conserved hypothetical protein	CDS	1005994	1006213	-1	CDS_NCTC8325_1005995_1006213
SAOUHSC_01037	-	hypothetical protein	CDS	1006241	1006364	-1	CDS_NCTC8325_1006242_1006364
SAOUHSC_01038	-	polypeptide deformylase	CDS	1006693	1007245	-1	CDS_NCTC8325_1006694_1007245
SAOUHSC_01039	-	conserved hypothetical protein	CDS	1007609	1008236	1	CDS_NCTC8325_1007610_1008236
SAOUHSC_01040	-	pyruvate dehydrogenase complex, E1 component, alpha subunit, putative	CDS	1008406	1009519	1	CDS_NCTC8325_1008407_1009519
SAOUHSC_01041	-	pyruvate dehydrogenase complex, E1 component, pyruvate dehydrogenase beta subunit, putative	CDS	1009522	1010500	1	CDS_NCTC8325_1009523_1010500
SAOUHSC_01042	-	dihydrolipoamide S-acetyltransferase component of pyruvate dehydrogenase complex E2, putative	CDS	1010590	1011883	1	CDS_NCTC8325_1010591_1011883
SAOUHSC_01043	-	dihydrolipoamide dehydrogenase	CDS	1011886	1013293	1	CDS_NCTC8325_1011887_1013293
SAOUHSC_01044	-	conserved hypothetical protein	CDS	1013460	1013736	1	CDS_NCTC8325_1013461_1013736
SAOUHSC_01045	-	conserved hypothetical protein	CDS	1013879	1014419	1	CDS_NCTC8325_1013880_1014419
SAOUHSC_01046	-	ABC transporter domain protein	CDS	1014431	1015526	1	CDS_NCTC8325_1014432_1015526
SAOUHSC_01047	-	spermidine/putrescine ABC transporter, permease protein, putative	CDS	1015518	1016316	1	CDS_NCTC8325_1015519_1016316
SAOUHSC_01048	-	spermidine/putrescine ABC transporter, permease protein, putative	CDS	1016321	1017131	1	CDS_NCTC8325_1016322_1017131
SAOUHSC_01049	-	spermidine/putrescine ABC transporter, spermidine/putrescine-binding protein, putative	CDS	1017130	1018204	1	CDS_NCTC8325_1017131_1018204
SAOUHSC_01050	-	conserved hypothetical protein	CDS	1018277	1019297	1	CDS_NCTC8325_1018278_1019297
SAOUHSC_01051	-	conserved hypothetical protein	CDS	1019579	1019999	1	CDS_NCTC8325_1019580_1019999
SAOUHSC_01053	-	conserved hypothetical protein	CDS	1020080	1021433	-1	CDS_NCTC8325_1020081_1021433
SAOUHSC_01054	-	conserved hypothetical protein	CDS	1021616	1022231	-1	CDS_NCTC8325_1021617_1022231
SAOUHSC_01055	-	inositol monophosphatase family protein, putative	CDS	1022387	1023215	1	CDS_NCTC8325_1022388_1023215
SAOUHSC_01057	-	hypothetical protein	CDS	1023312	1023600	1	CDS_NCTC8325_1023313_1023600
SAOUHSC_01058	-	GTP-binding protein TypA, putative	CDS	1023661	1025509	1	CDS_NCTC8325_1023662_1025509
SAOUHSC_01060	-	conserved hypothetical protein	CDS	1025648	1025816	-1	CDS_NCTC8325_1025649_1025816
SAOUHSC_01061	-	conserved hypothetical protein	CDS	1025817	1026300	-1	CDS_NCTC8325_1025818_1026300
SAOUHSC_01062	-	conserved hypothetical protein	CDS	1026440	1026716	1	CDS_NCTC8325_1026441_1026716
SAOUHSC_01063	-	conserved hypothetical protein	CDS	1027029	1028256	1	CDS_NCTC8325_1027030_1028256
SAOUHSC_01064	-	pyruvate carboxylase	CDS	1028809	1032262	1	CDS_NCTC8325_1028810_1032262
SAOUHSC_01065	-	heme A synthase, putative	CDS	1032401	1033472	-1	CDS_NCTC8325_1032402_1033472
SAOUHSC_01066	-	protoheme IX farnesyltransferase	CDS	1033752	1034664	1	CDS_NCTC8325_1033753_1034664
SAOUHSC_01067	-	conserved hypothetical protein	CDS	1034688	1035150	1	CDS_NCTC8325_1034689_1035150
SAOUHSC_01068	-	conserved hypothetical protein	CDS	1035361	1035565	1	CDS_NCTC8325_1035362_1035565
SAOUHSC_01069	-	conserved hypothetical protein	CDS	1035692	1036514	1	CDS_NCTC8325_1035693_1036514
