locus_tag	gene	product	type	start	end	strand	snpEff_locus_id
SAEMRSA1506080	-	putative exported protein	CDS	702867	703551	-1	CDS_EMRSA15_702868_703551
SAEMRSA1506090	bacA	putative undecaprenol kinase	CDS	703722	704598	-1	CDS_EMRSA15_703723_704598
SAEMRSA1506100	-	ABC transporter ATP-binding protein	CDS	704816	706448	1	CDS_EMRSA15_704817_706448
SAEMRSA1506110	-	ABC transporter ATP-binding protein	CDS	706444	708118	1	CDS_EMRSA15_706445_708118
SAEMRSA1506120	-	MarR family regulatory protein	CDS	708244	708688	-1	CDS_EMRSA15_708245_708688
SAEMRSA1506130	-	putative cobalamin synthesis protein	CDS	708914	709841	1	CDS_EMRSA15_708915_709841
SAEMRSA1506140	-	aldo/keto reductase family protein	CDS	709943	710852	1	CDS_EMRSA15_709944_710852
SAEMRSA1506150	-	putative membrane protein	CDS	710886	711174	1	CDS_EMRSA15_710887_711174
SAEMRSA1506160	-	putative sodium:sulfate symporter protein	CDS	711456	713010	1	CDS_EMRSA15_711457_713010
SAEMRSA1506170	-	putative DNA photolyase	CDS	713095	714469	1	CDS_EMRSA15_713096_714469
SAEMRSA1506180	-	putative membrane protein	CDS	714623	714908	-1	CDS_EMRSA15_714624_714908
SAEMRSA1506190	-	putative membrane protein	CDS	714904	715525	-1	CDS_EMRSA15_714905_715525
SAEMRSA1506200	-	conserved hypothetical protein	CDS	715707	716130	-1	CDS_EMRSA15_715708_716130
SAEMRSA1506210	norA	fluoroquinolone resistance protein	CDS	716351	717518	1	CDS_EMRSA15_716352_717518
SAEMRSA1506220	-	putative exported protein	CDS	717802	718267	1	CDS_EMRSA15_717803_718267
SAEMRSA1506230	-	conserved hypothetical protein	CDS	718440	718923	1	CDS_EMRSA15_718441_718923
SAEMRSA1506240	-	DeoR ramily regulatory protein	CDS	719175	719937	1	CDS_EMRSA15_719176_719937
SAEMRSA1506250	-	putative phosphofructokinase	CDS	719933	720854	1	CDS_EMRSA15_719934_720854
SAEMRSA1506260	fruA	PTS transport system, fructose-specific IIABC component	CDS	720859	722818	1	CDS_EMRSA15_720860_722818
SAEMRSA1506270	-	putative N-acetylglucosamine-6-phosphate deacetylase	CDS	723125	724307	1	CDS_EMRSA15_723126_724307
SAEMRSA1506280	-	putative membrane protein	CDS	724527	725877	1	CDS_EMRSA15_724528_725877
SAEMRSA1506290	-	aldo/keto reductase family protein	CDS	726098	726938	1	CDS_EMRSA15_726099_726938
SAEMRSA1506300	-	putative glucosyl transferase	CDS	727069	728053	1	CDS_EMRSA15_727070_728053
SAEMRSA1506310	saeS	histidine kinase protein	CDS	728124	729180	-1	CDS_EMRSA15_728125_729180
SAEMRSA1506320	saeR	response regulator protein	CDS	729179	729866	-1	CDS_EMRSA15_729180_729866
SAEMRSA1506330	-	putative membrane protein	CDS	729840	730314	-1	CDS_EMRSA15_729841_730314
SAEMRSA1506340	-	putative lipoprotein	CDS	730656	731097	-1	CDS_EMRSA15_730657_731097
SAEMRSA1506350	-	putative membrane protein	CDS	731376	731961	-1	CDS_EMRSA15_731377_731961
SAEMRSA1506360	-	putative radical activating enzyme	CDS	732059	732773	-1	CDS_EMRSA15_732060_732773
SAEMRSA1506370	-	putative 6-pyruvoyl tetrahydropterin synthase	CDS	732776	733196	-1	CDS_EMRSA15_732777_733196
SAEMRSA1506380	-	conserved hypothetical protein	CDS	733197	733866	-1	CDS_EMRSA15_733198_733866
SAEMRSA1506390	-	glutamine amidotransferase class-I protein	CDS	734216	734810	1	CDS_EMRSA15_734217_734810
SAEMRSA1506400	-	para-aminobenzoate synthase component	CDS	734793	735945	1	CDS_EMRSA15_734794_735945
SAEMRSA1506410	-	putative para-aminobenzoate synthetase component	CDS	735944	736553	1	CDS_EMRSA15_735945_736553
SAEMRSA1506420	-	putative membrane protein	CDS	736618	736825	1	CDS_EMRSA15_736619_736825
SAEMRSA1506430	-	conserved hypothetical protein	CDS	736914	737625	1	CDS_EMRSA15_736915_737625
SAEMRSA1506440	-	conserved hypothetical protein	CDS	737608	738613	1	CDS_EMRSA15_737609_738613
SAEMRSA1506450	-	putative sulfatase	CDS	739086	741027	1	CDS_EMRSA15_739087_741027
SAEMRSA1506460	-	ABC transporter ATP-binding protein	CDS	741303	743181	1	CDS_EMRSA15_741304_743181
SAEMRSA1506470	-	putative ATP-dependent DNA helicase	CDS	743192	744974	1	CDS_EMRSA15_743193_744974
SAEMRSA1506480	-	ABC transporter ATP-binding protein	CDS	745194	746172	1	CDS_EMRSA15_745195_746172
SAEMRSA1506490	-	ABC transporter permease protein	CDS	746164	747679	1	CDS_EMRSA15_746165_747679
SAEMRSA1506500	-	putative aminotransferase	CDS	747918	748974	1	CDS_EMRSA15_747919_748974
SAEMRSA1506510	-	conserved hypothetical protein	CDS	749134	749677	1	CDS_EMRSA15_749135_749677
SAEMRSA1506520	-	putative diacylglycerol kinase protein	CDS	750069	750987	-1	CDS_EMRSA15_750070_750987
SAEMRSA1506530	-	putative proton-dependent oligopeptide transport protein	CDS	751256	752762	-1	CDS_EMRSA15_751257_752762
SAEMRSA1506540	-	conserved hypothetical protein	CDS	753099	753600	-1	CDS_EMRSA15_753100_753600
SAEMRSA1506550	-	putative membrane protein	CDS	753619	754486	-1	CDS_EMRSA15_753620_754486
SAEMRSA1506560	-	conserved hypothetical protein	CDS	755286	755685	1	CDS_EMRSA15_755287_755685
SAEMRSA1506570	rir1	ribonucleoside-diphosphate reductase alpha chain	CDS	755647	757753	1	CDS_EMRSA15_755648_757753
SAEMRSA1506580	rir2	ribonucleoside-diphosphate reductase beta chain	CDS	757872	758844	1	CDS_EMRSA15_757873_758844
SAEMRSA1506590	sstA	FecCD transport family protein	CDS	759213	760185	1	CDS_EMRSA15_759214_760185
SAEMRSA1506600	sstB	FecCD transport family protein	CDS	760171	761128	1	CDS_EMRSA15_760172_761128
SAEMRSA1506610	sstC	ABC transporter ATP-binding protein	CDS	761124	761886	1	CDS_EMRSA15_761125_761886
SAEMRSA1506620	sstD	lipoprotein	CDS	762004	763033	1	CDS_EMRSA15_762005_763033
SAEMRSA1506630	-	hypothetical protein	CDS	763349	763664	-1	CDS_EMRSA15_763350_763664
SAEMRSA1506640	murB	putative UDP-N-acetylenolpyruvoylglucosamine reductase	CDS	763681	764605	-1	CDS_EMRSA15_763682_764605
SAEMRSA1506650	-	hypothetical protein	CDS	764731	765250	-1	CDS_EMRSA15_764732_765250
SAEMRSA1506660	-	putative lipoprotein	CDS	765369	766248	1	CDS_EMRSA15_765370_766248
SAEMRSA1506670	-	conserved hypothetical protein	CDS	766401	766722	1	CDS_EMRSA15_766402_766722
SAEMRSA1506680	-	putative glycerate kinase	CDS	767146	768271	1	CDS_EMRSA15_767147_768271
SAEMRSA1506690	pepT	putative peptidase T	CDS	768458	769685	-1	CDS_EMRSA15_768459_769685
SAEMRSA1506700	-	putative membrane protein	CDS	769698	770193	-1	CDS_EMRSA15_769699_770193
SAEMRSA1506710	-	putative membrane protein	CDS	770210	770972	-1	CDS_EMRSA15_770211_770972
SAEMRSA1506720	-	putative membrane protein	CDS	771167	772238	-1	CDS_EMRSA15_771168_772238
SAEMRSA1506730	-	putative glycosyl transferase	CDS	772555	773611	1	CDS_EMRSA15_772556_773611
SAEMRSA1506740	-	putative membrane protein	CDS	773774	774416	-1	CDS_EMRSA15_773775_774416
SAEMRSA1506750	-	conserved hypothetical protein	CDS	774559	775426	1	CDS_EMRSA15_774560_775426
SAEMRSA1506760	-	putative helicase	CDS	775789	776872	1	CDS_EMRSA15_775790_776872
SAEMRSA1506770	-	conserved hypothetical protein	CDS	776864	777539	1	CDS_EMRSA15_776865_777539
SAEMRSA1506780	-	putative S30EA family ribosomal protein	CDS	777599	778172	1	CDS_EMRSA15_777600_778172
SAEMRSA1506790	secA	preprotein translocase SecA subunit	CDS	778586	781118	1	CDS_EMRSA15_778587_781118
SAEMRSA1506800	prfB	peptide chain release factor 2	CDS	781432	782543	1	CDS_EMRSA15_781433_782543
SAEMRSA1506810	-	putative exported protein	CDS	782950	783790	1	CDS_EMRSA15_782951_783790
SAEMRSA1506820	-	putative phosphohydrolase	CDS	783963	784614	1	CDS_EMRSA15_783964_784614
SAEMRSA1506830	-	putative membrane protein	CDS	784610	784847	1	CDS_EMRSA15_784611_784847
SAEMRSA1506840	uvrB	excinuclease ABC subunit B	CDS	785109	787101	1	CDS_EMRSA15_785110_787101
SAEMRSA1506850	uvrA	excinuclease ABC subunit A	CDS	787108	789955	1	CDS_EMRSA15_787109_789955
SAEMRSA1506860	hprK	HPr kinase/phosphatase	CDS	790446	791379	1	CDS_EMRSA15_790447_791379
SAEMRSA1506870	lgt	prolipoprotein diacylglyceryl transferase	CDS	791384	792224	1	CDS_EMRSA15_791385_792224
SAEMRSA1506880	-	putative acetyltransferase	CDS	792231	792717	1	CDS_EMRSA15_792232_792717
SAEMRSA1506890	-	conserved hypothetical protein	CDS	792724	794164	1	CDS_EMRSA15_792725_794164
SAEMRSA1506900	trxB	putative thioredoxin reductase	CDS	794230	795166	1	CDS_EMRSA15_794231_795166
SAEMRSA1506910	-	conserved hypothetical protein	CDS	795874	796786	1	CDS_EMRSA15_795875_796786
SAEMRSA1506920	-	conserved hypothetical protein	CDS	796782	797778	1	CDS_EMRSA15_796783_797778
SAEMRSA1506930	-	conserved hypothetical protein	CDS	797888	798833	1	CDS_EMRSA15_797889_798833
SAEMRSA1506940	clpP	putative ATP-dependent Clp protease proteolytic subunit	CDS	799395	799983	1	CDS_EMRSA15_799396_799983
SAEMRSA1506950	-	putative malolactic enzyme	CDS	800164	801799	1	CDS_EMRSA15_800165_801799
SAEMRSA1506960	-	conserved hypothetical protein	CDS	802007	802910	-1	CDS_EMRSA15_802008_802910
SAEMRSA1506970	-	putative exported protein	CDS	803612	804242	1	CDS_EMRSA15_803613_804242
SAEMRSA1506980	gapR	glycolytic operon regulator	CDS	804940	805954	1	CDS_EMRSA15_804941_805954
SAEMRSA1506990	gap1	glyceraldehyde 3-phosphate dehydrogenase 1	CDS	806006	807017	1	CDS_EMRSA15_806007_807017
SAEMRSA1507000	pgk	phosphoglycerate kinase	CDS	807155	808346	1	CDS_EMRSA15_807156_808346
SAEMRSA1507010	tpiA	triosephosphate isomerase	CDS	808467	809229	1	CDS_EMRSA15_808468_809229
SAEMRSA1507020	pgm	putative 2,3-bisphosphoglycerate-independent phosphoglycerate mutase	CDS	809231	810749	1	CDS_EMRSA15_809232_810749
SAEMRSA1507030	eno	putative enolase	CDS	810878	812183	1	CDS_EMRSA15_810879_812183
SAEMRSA1507040	-	putative membrane protein	CDS	812533	812992	1	CDS_EMRSA15_812534_812992
SAEMRSA1507050	secG	putative protein-export membrane protein	CDS	813058	813292	1	CDS_EMRSA15_813059_813292
SAEMRSA1507060	est	putative carboxylesterase	CDS	813407	814148	1	CDS_EMRSA15_813408_814148
SAEMRSA1507070	rnr vacB	putative ribonuclease R	CDS	814181	816554	1	CDS_EMRSA15_814182_816554
SAEMRSA1507080	smpB	putative tmRNA-binding protein	CDS	816575	817040	1	CDS_EMRSA15_816576_817040
SAEMRSA1507100	-	IstB-like ATP-binding protein	CDS	818437	819205	-1	CDS_EMRSA15_818438_819205
SAEMRSA1507110	-	transposase	CDS	819216	820428	-1	CDS_EMRSA15_819217_820428
SAEMRSA1507120	-	putative membrane protein	CDS	821496	822018	1	CDS_EMRSA15_821497_822018
SAEMRSA1507130	-	putative acetyltransferase	CDS	822156	822687	1	CDS_EMRSA15_822157_822687
SAEMRSA1507140	clfA	clumping factor	CDS	822949	825763	1	CDS_EMRSA15_822950_825763
SAEMRSA1507150	-	putative exported protein	CDS	825983	827492	1	CDS_EMRSA15_825984_827492
SAEMRSA1507160	-	putative exported protein	CDS	827844	828867	1	CDS_EMRSA15_827845_828867
SAEMRSA1507170	-	putative exported protein	CDS	829196	829718	1	CDS_EMRSA15_829197_829718
SAEMRSA1507180	nuc	thermonuclease precursor	CDS	830058	830745	1	CDS_EMRSA15_830059_830745
SAEMRSA1507190	cspC	putative cold shock protein	CDS	831101	831302	1	CDS_EMRSA15_831102_831302
SAEMRSA1507200	-	hypothetical protein	CDS	831797	832016	-1	CDS_EMRSA15_831798_832016
SAEMRSA1507210	-	hypothetical protein	CDS	832077	832362	-1	CDS_EMRSA15_832078_832362
SAEMRSA1507220	-	putative exported protein	CDS	832449	833019	-1	CDS_EMRSA15_832450_833019
SAEMRSA1507230	-	putative membrane protein	CDS	833206	833395	-1	CDS_EMRSA15_833207_833395
SAEMRSA1507240	-	putative membrane protein	CDS	833423	833693	-1	CDS_EMRSA15_833424_833693
SAEMRSA1507250	-	hypothetical protein	CDS	834023	834227	1	CDS_EMRSA15_834024_834227
SAEMRSA1507260	-	hypothetical protein	CDS	834223	834460	-1	CDS_EMRSA15_834224_834460
SAEMRSA1507270	-	phosphoglycerate mutase family protein	CDS	834684	835266	1	CDS_EMRSA15_834685_835266
SAEMRSA1507280	-	putative LysE type translocator protein	CDS	835338	835956	-1	CDS_EMRSA15_835339_835956
SAEMRSA1507290	-	hypothetical protein	CDS	836109	836604	-1	CDS_EMRSA15_836110_836604
SAEMRSA1507300	-	OsmC-like protein	CDS	837002	837425	-1	CDS_EMRSA15_837003_837425
SAEMRSA1507310	-	putative type I 3-dehydroquinase	CDS	837572	838289	1	CDS_EMRSA15_837573_838289
SAEMRSA1507320	-	nitroreductase family protein	CDS	838371	838911	1	CDS_EMRSA15_838372_838911
SAEMRSA1507330	-	putative thioredoxin	CDS	839060	839381	-1	CDS_EMRSA15_839061_839381
SAEMRSA1507340	-	conserved hypothetical protein	CDS	839524	839881	1	CDS_EMRSA15_839525_839881
SAEMRSA1507350	gcvH	glycine cleavage system H protein	CDS	840038	840419	1	CDS_EMRSA15_840039_840419
SAEMRSA1507360	-	conserved hypothetical protein	CDS	840597	841476	1	CDS_EMRSA15_840598_841476
SAEMRSA1507370	-	hypothetical protein	CDS	841950	842337	1	CDS_EMRSA15_841951_842337
SAEMRSA1507380	-	putative thioredoxin	CDS	842329	842626	1	CDS_EMRSA15_842330_842626
SAEMRSA1507400	-	ABC transporter ATP-binding protein	CDS	842876	843902	1	CDS_EMRSA15_842877_843902
SAEMRSA1507410	-	ABC transporter permease protein	CDS	843894	844590	1	CDS_EMRSA15_843895_844590
SAEMRSA1507420	-	putative lipoprotein	CDS	844607	845429	1	CDS_EMRSA15_844608_845429
SAEMRSA1507430	-	putative membrane protein	CDS	846207	847059	-1	CDS_EMRSA15_846208_847059
SAEMRSA1507440	-	ABC transporter ATP-binding protein	CDS	847386	848148	1	CDS_EMRSA15_847387_848148
SAEMRSA1507450	-	conserved hypothetical protein	CDS	848245	849553	1	CDS_EMRSA15_848246_849553
SAEMRSA1507460	csdB sufS	putative selenocysteine lyase	CDS	849667	850909	1	CDS_EMRSA15_849668_850909
SAEMRSA1507470	-	NifU-like protein	CDS	850898	851363	1	CDS_EMRSA15_850899_851363
SAEMRSA1507480	-	conserved hypothetical protein	CDS	851513	852911	1	CDS_EMRSA15_851514_852911
SAEMRSA1507490	-	putative membrane protein (pseudogene)	CDS	853241	853556	-1	CDS_EMRSA15_853242_853556
SAEMRSA1507500	-	putative membrane protein	CDS	853921	854962	1	CDS_EMRSA15_853922_854962
SAEMRSA1507510	-	putative dioxygenase	CDS	854975	856043	1	CDS_EMRSA15_854976_856043
SAEMRSA1507520	-	conserved hypothetical protein	CDS	856427	857276	1	CDS_EMRSA15_856428_857276
SAEMRSA1507530	-	putative membrane protein	CDS	857288	858116	1	CDS_EMRSA15_857289_858116
SAEMRSA1507540	-	putative 5'-nucleotidase	CDS	858142	859462	1	CDS_EMRSA15_858143_859462
SAEMRSA1507550	lipA	putative lipoic acid synthetase	CDS	859545	860463	1	CDS_EMRSA15_859546_860463
SAEMRSA1507560	-	conserved hypothetical protein	CDS	860592	860976	1	CDS_EMRSA15_860593_860976
SAEMRSA1507570	-	conserved hypothetical protein	CDS	861054	861321	-1	CDS_EMRSA15_861055_861321
SAEMRSA1507580	-	conserved hypothetical protein	CDS	861418	861853	1	CDS_EMRSA15_861419_861853
SAEMRSA1507590	-	haloacid dehalogenase-like hydrolase	CDS	861852	862638	1	CDS_EMRSA15_861853_862638
SAEMRSA1507600	-	D-isomer specific 2-hydroxyacid dehydrogenase	CDS	862664	863624	1	CDS_EMRSA15_862665_863624
SAEMRSA1507610	-	putative membrane protein	CDS	864036	864189	1	CDS_EMRSA15_864037_864189
SAEMRSA1507620	dltA	D-alanine-D-alanyl carrier protein ligase	CDS	864204	865662	1	CDS_EMRSA15_864205_865662
SAEMRSA1507630	dltB	putative activated D-alanine transport protein	CDS	865658	866873	1	CDS_EMRSA15_865659_866873
SAEMRSA1507640	dltC	D-alanyl carrier protein	CDS	866890	867127	1	CDS_EMRSA15_866891_867127
SAEMRSA1507650	dltD	putative lipoteichoic acid biosynthesis protein	CDS	867123	868299	1	CDS_EMRSA15_867124_868299
SAEMRSA1507660	-	conserved hypothetical protein	CDS	868556	868799	-1	CDS_EMRSA15_868557_868799
SAEMRSA1507670	-	conserved hypothetical protein	CDS	868899	869223	1	CDS_EMRSA15_868900_869223
SAEMRSA1507680	-	putative pyridine nucleotide-disulphide oxidoreductase	CDS	869281	870346	-1	CDS_EMRSA15_869282_870346
SAEMRSA1507690	-	conserved hypothetical protein	CDS	870661	870898	1	CDS_EMRSA15_870662_870898
SAEMRSA1507700	-	conserved hypothetical protein	CDS	870910	871270	1	CDS_EMRSA15_870911_871270
SAEMRSA1507710	-	putative pyridine nucleotide-disulphide oxidoreductase	CDS	871723	872932	1	CDS_EMRSA15_871724_872932
SAEMRSA1507720	pepA	cytosol aminopeptidase family protein	CDS	873062	874538	1	CDS_EMRSA15_873063_874538
SAEMRSA1507730	-	putative transporter protein	CDS	874948	876265	1	CDS_EMRSA15_874949_876265
SAEMRSA1507740	-	conserved hypothetical protein	CDS	876283	876658	1	CDS_EMRSA15_876284_876658
SAEMRSA1507750	-	hypothetical protein	CDS	876713	877868	-1	CDS_EMRSA15_876714_877868
SAEMRSA1507760	mnhG	Na+/H+ antiporter subunit	CDS	878116	878473	-1	CDS_EMRSA15_878117_878473
SAEMRSA1507770	mnhF	Na+/H+ antiporter subunit	CDS	878450	878744	-1	CDS_EMRSA15_878451_878744
SAEMRSA1507780	mnhE	Na+/H+ antiporter subunit	CDS	878743	879223	-1	CDS_EMRSA15_878744_879223
SAEMRSA1507790	mnhD	Na+/H+ antiporter subunit	CDS	879224	880721	-1	CDS_EMRSA15_879225_880721
SAEMRSA1507800	mnhC	Na+/H+ antiporter subunit	CDS	880713	881055	-1	CDS_EMRSA15_880714_881055
SAEMRSA1507810	mnhB	Na+/H+ antiporter subunit	CDS	881054	881483	-1	CDS_EMRSA15_881055_881483
SAEMRSA1507820	mnhA	Na+/H+ antiporter subunit	CDS	881475	883881	-1	CDS_EMRSA15_881476_883881
SAEMRSA1507830	-	conserved hypothetical protein	CDS	884011	884395	-1	CDS_EMRSA15_884012_884395
SAEMRSA1507840	-	putative cyclophilin type peptidyl-prolyl cis-trans isomerase	CDS	884458	885052	1	CDS_EMRSA15_884459_885052
SAEMRSA1507850	-	putative S1 RNA binding domain	CDS	885467	885845	1	CDS_EMRSA15_885468_885845
SAEMRSA1507860	-	NADH:flavin oxidoreductase / NADH oxidase family protein	CDS	886206	887334	1	CDS_EMRSA15_886207_887334
SAEMRSA1507870	rocD	ornithine aminotransferase	CDS	887641	888832	1	CDS_EMRSA15_887642_888832
SAEMRSA1507880	-	putative NAD-specific glutamate dehydrogenase	CDS	888940	890185	1	CDS_EMRSA15_888941_890185
SAEMRSA1507890	glpQ	putative glycerophosphoryl diester phosphodiesterase	CDS	890466	891396	-1	CDS_EMRSA15_890467_891396
SAEMRSA1507900	argH	putative argininosuccinate lyase	CDS	891637	893017	-1	CDS_EMRSA15_891638_893017
SAEMRSA1507910	argG	putative argininosuccinate synthase	CDS	893006	894212	-1	CDS_EMRSA15_893007_894212
SAEMRSA1507920	-	putative glucose-6-phosphate isomerase	CDS	894562	895894	1	CDS_EMRSA15_894563_895894
SAEMRSA1507930	-	putative membrane protein	CDS	896218	896794	1	CDS_EMRSA15_896219_896794
SAEMRSA1507940	spsA	putative signal peptidase Ia	CDS	896798	897323	1	CDS_EMRSA15_896799_897323
SAEMRSA1507950	spsB	signal peptidase Ib	CDS	897338	897914	1	CDS_EMRSA15_897339_897914
SAEMRSA1507960	-	conserved hypothetical protein	CDS	898073	901550	1	CDS_EMRSA15_898074_901550
SAEMRSA1507970	-	conserved hypothetical protein	CDS	901550	905204	1	CDS_EMRSA15_901551_905204
SAEMRSA1507980	-	fumarylacetoacetate (FAA) hydrolase family protein	CDS	905367	906270	1	CDS_EMRSA15_905368_906270
SAEMRSA1507990	-	putative membrane protein	CDS	906594	906984	1	CDS_EMRSA15_906595_906984
SAEMRSA1508000	-	coenzyme A disulfide reductase	CDS	907154	908471	-1	CDS_EMRSA15_907155_908471
SAEMRSA1508010	-	putative haloacid dehalogenase-like hydrolase	CDS	908522	909347	-1	CDS_EMRSA15_908523_909347
SAEMRSA1508020	-	conserved hypothetical protein	CDS	909460	909769	1	CDS_EMRSA15_909461_909769
SAEMRSA1508030	-	putative membrane protein	CDS	910423	912238	1	CDS_EMRSA15_910424_912238
SAEMRSA1508040	clpB	putative ATPase subunit of an ATP-dependent protease	CDS	912441	915051	1	CDS_EMRSA15_912442_915051
SAEMRSA1508050	-	LysR family regulatory protein	CDS	915109	915979	-1	CDS_EMRSA15_915110_915979
SAEMRSA1508060	-	hypothetical protein	CDS	916088	917234	1	CDS_EMRSA15_916089_917234
SAEMRSA1508070	-	hypothetical protein	CDS	917217	917859	1	CDS_EMRSA15_917218_917859
SAEMRSA1508080	-	putative membrane protein	CDS	917851	918973	1	CDS_EMRSA15_917852_918973
SAEMRSA1508090	-	conserved hypothetical protein	CDS	918950	919466	1	CDS_EMRSA15_918951_919466
SAEMRSA1508100	-	putative exported protein	CDS	919776	920211	1	CDS_EMRSA15_919777_920211
SAEMRSA1508110	-	putative membrane protein	CDS	920467	920653	-1	CDS_EMRSA15_920468_920653
SAEMRSA1508120	fabH	putative 3-oxoacyl-[acyl-carrier-protein] synthase III	CDS	920947	921889	1	CDS_EMRSA15_920948_921889
SAEMRSA1508130	fabF	3-oxoacyl-[acyl-carrier-protein] synthase II	CDS	921900	923145	1	CDS_EMRSA15_921901_923145
SAEMRSA1508140	-	putative membrane protein	CDS	923199	923571	-1	CDS_EMRSA15_923200_923571
SAEMRSA1508150	oppB	putative oligopeptide transport system permease protein	CDS	923813	924740	1	CDS_EMRSA15_923814_924740
SAEMRSA1508160	oppC	putative oligopeptide transport system permease protein	CDS	924739	925810	1	CDS_EMRSA15_924740_925810
SAEMRSA1508170	oppD	putative oligopeptide transport ATP-binding protein	CDS	925825	926908	1	CDS_EMRSA15_925826_926908
SAEMRSA1508180	oppF	putative oligopeptide transport ATP-binding protein (pseudogene)	CDS	926897	927838	1	CDS_EMRSA15_926898_927838
SAEMRSA1508190	-	transport system extracellular binding lipoprotein	CDS	927855	929511	1	CDS_EMRSA15_927856_929511
SAEMRSA1508200	-	transport system extracellular binding lipoprotein	CDS	929721	931437	1	CDS_EMRSA15_929722_931437
SAEMRSA1508210	appD	putative oligopeptide transport ATP-binding protein	CDS	931487	932474	1	CDS_EMRSA15_931488_932474
SAEMRSA1508220	appF	putative oligopeptide transport ATP-binding protein	CDS	932476	933457	1	CDS_EMRSA15_932477_933457
SAEMRSA1508230	-	putative oligopeptide transport system permease protein (pseudogene)	CDS	933449	934412	1	CDS_EMRSA15_933450_934412
SAEMRSA1508240	appC	putative oligopeptide transport system permease protein	CDS	934423	935305	1	CDS_EMRSA15_934424_935305
SAEMRSA1508250	-	putative transposase (fragment)	CDS	935708	936281	1	CDS_EMRSA15_935709_936281
SAEMRSA1508260	trpS	putative tryptophanyl-tRNA synthetase	CDS	936306	937296	-1	CDS_EMRSA15_936307_937296
SAEMRSA1508270	-	conserved hypothetical protein	CDS	937590	937986	1	CDS_EMRSA15_937591_937986
SAEMRSA1508280	-	transposase	CDS	938197	938683	1	CDS_EMRSA15_938198_938683
SAEMRSA1508290	-	regulatory protein	CDS	939098	939818	1	CDS_EMRSA15_939099_939818
SAEMRSA1508300	-	hypothetical protein	CDS	939938	940925	1	CDS_EMRSA15_939939_940925
SAEMRSA1508310	pepB	putative oligopeptidase	CDS	940972	942781	1	CDS_EMRSA15_940973_942781
SAEMRSA1508320	-	conserved hypothetical protein	CDS	943240	944047	-1	CDS_EMRSA15_943241_944047
SAEMRSA1508330	-	protozoan/cyanobacterial globin family protein	CDS	944069	944435	-1	CDS_EMRSA15_944070_944435
SAEMRSA1508340	-	conserved hypothetical protein	CDS	944538	945132	-1	CDS_EMRSA15_944539_945132
SAEMRSA1508350	-	conserved hypothetical protein	CDS	945317	945665	1	CDS_EMRSA15_945318_945665
SAEMRSA1508360	-	conserved hypothetical protein	CDS	945681	946317	1	CDS_EMRSA15_945682_946317
SAEMRSA1508370	-	conserved hypothetical protein	CDS	946333	947143	1	CDS_EMRSA15_946334_947143
SAEMRSA1508380	-	putative RNA pseudouridylate synthase	CDS	947139	947994	1	CDS_EMRSA15_947140_947994
SAEMRSA1508390	-	putative divalent cation transport protein	CDS	948014	949400	1	CDS_EMRSA15_948015_949400
SAEMRSA1508400	-	putative cation transport protein	CDS	949409	951254	1	CDS_EMRSA15_949410_951254
SAEMRSA1508410	fabI envM	enoyl-[acyl-carrier-protein] reductase [NADH]	CDS	951531	952302	1	CDS_EMRSA15_951532_952302
SAEMRSA1508420	-	putative membrane protein	CDS	952498	953584	-1	CDS_EMRSA15_952499_953584
SAEMRSA1508430	-	sodium:alanine symporter family protein	CDS	953925	955494	1	CDS_EMRSA15_953926_955494
SAEMRSA1508440	-	conserved hypothetical protein	CDS	955638	956397	1	CDS_EMRSA15_955639_956397
SAEMRSA1508450	-	conserved hypothetical protein	CDS	956590	957100	1	CDS_EMRSA15_956591_957100
SAEMRSA1508460	-	putative membrane protein	CDS	957212	958403	-1	CDS_EMRSA15_957213_958403
SAEMRSA1508470	-	conserved hypothetical protein	CDS	958380	959556	-1	CDS_EMRSA15_958381_959556
SAEMRSA1508480	murE	UDP-N-acetylmuramoylalanyl-D-glutamate--2,6-diami nopimelate ligase	CDS	959988	961473	1	CDS_EMRSA15_959989_961473
SAEMRSA1508490	-	hypothetical protein	CDS	961462	961714	1	CDS_EMRSA15_961463_961714
SAEMRSA1508500	prfC	peptide chain release factor 3	CDS	961713	963276	1	CDS_EMRSA15_961714_963276
SAEMRSA1508510	-	putative membrane protein	CDS	963577	964381	1	CDS_EMRSA15_963578_964381
SAEMRSA1508520	-	putative protease	CDS	964614	966924	1	CDS_EMRSA15_964615_966924
SAEMRSA1508530	-	putative sodium transport protein	CDS	966940	968299	1	CDS_EMRSA15_966941_968299
SAEMRSA1508540	-	putative 5'-nucleotidase	CDS	968434	969949	1	CDS_EMRSA15_968435_969949
SAEMRSA1508550	-	putative regulatory protein	CDS	970437	971007	-1	CDS_EMRSA15_970438_971007
SAEMRSA1508560	-	conserved hypothetical protein	CDS	971207	971435	1	CDS_EMRSA15_971208_971435
SAEMRSA1508570	-	putative lipoate-protein ligase A	CDS	971515	972502	-1	CDS_EMRSA15_971516_972502
SAEMRSA1508580	-	hypothetical protein	CDS	972700	972877	1	CDS_EMRSA15_972701_972877
SAEMRSA1508590	-	putative membrane protein	CDS	972891	973494	1	CDS_EMRSA15_972892_973494
SAEMRSA1508610	-	putative exported protein (pseudogene)	CDS	974408	974710	1	CDS_EMRSA15_974409_974710
SAEMRSA1508620	-	putative membrane protein	CDS	974753	976718	1	CDS_EMRSA15_974754_976718
